Particle#, Time, Area, Convex Area, Perimeter, Convex Perim, xLF, xFmin, xFmax
6427, 1.210000E+2, 4.944739E+5, 5.042143E+5, 2.511662E+3, 2.481752E+3, 8.013221E+2, 7.820131E+2, 8.179567E+2
6428, 1.210000E+2, 1.138082E+5, 1.178162E+5, 1.228099E+3, 1.194385E+3, 4.148724E+2, 3.632596E+2, 4.288328E+2
6430, 1.210000E+2, 3.861650E+5, 3.955325E+5, 2.215028E+3, 2.199967E+3, 7.174825E+2, 6.986273E+2, 7.209291E+2
6431, 1.210000E+2, 3.025565E+5, 3.097336E+5, 1.965044E+3, 1.950823E+3, 6.849565E+2, 5.817695E+2, 6.857386E+2
6432, 1.210000E+2, 2.659254E+5, 2.730092E+5, 1.870826E+3, 1.849664E+3, 6.714500E+2, 5.244991E+2, 6.742304E+2
6433, 1.210000E+2, 3.482289E+5, 3.570372E+5, 2.099840E+3, 2.088072E+3, 6.848021E+2, 6.568138E+2, 7.042462E+2
6434, 1.210000E+2, 3.338748E+5, 3.409587E+5, 2.057872E+3, 2.048797E+3, 6.565048E+2, 6.371959E+2, 6.775323E+2
6436, 1.210000E+2, 3.501863E+5, 3.584353E+5, 2.108047E+3, 2.100420E+3, 6.791060E+2, 6.635236E+2, 6.975364E+2
6439, 1.210000E+2, 2.857789E+5, 2.937483E+5, 1.904965E+3, 1.879612E+3, 6.179834E+2, 6.046506E+2, 6.203681E+2
6441, 1.210000E+2, 3.537283E+5, 3.620239E+5, 2.121360E+3, 2.098914E+3, 6.854683E+2, 6.661593E+2, 6.922361E+2
6443, 1.210000E+2, 3.551264E+5, 3.628162E+5, 2.119622E+3, 2.091016E+3, 6.837690E+2, 6.603569E+2, 6.961944E+2
6445, 1.210000E+2, 3.558721E+5, 3.647736E+5, 2.131208E+3, 2.116813E+3, 7.072005E+2, 6.580012E+2, 7.113616E+2
6448, 1.210000E+2, 4.545805E+5, 4.637616E+5, 2.402093E+3, 2.383074E+3, 7.627041E+2, 7.530496E+2, 7.849288E+2
6449, 1.210000E+2, 3.247403E+5, 3.329893E+5, 2.033205E+3, 2.018598E+3, 6.468503E+2, 6.371959E+2, 6.691618E+2
6452, 1.210000E+2, 4.687482E+5, 4.789546E+5, 2.440692E+3, 2.428595E+3, 7.877575E+2, 7.635151E+2, 7.948439E+2
6453, 1.210000E+2, 4.323035E+5, 4.424167E+5, 2.339320E+3, 2.329926E+3, 7.559750E+2, 7.430669E+2, 7.606863E+2
6455, 1.210000E+2, 3.679893E+5, 3.766111E+5, 2.170791E+3, 2.150266E+3, 7.047772E+2, 6.758138E+2, 7.071523E+2
6459, 1.220000E+2, 4.296004E+5, 4.394806E+5, 2.344012E+3, 2.329704E+3, 7.553860E+2, 7.313657E+2, 7.772341E+2
6462, 1.220000E+2, 3.725565E+5, 3.925964E+5, 2.299765E+3, 2.259863E+3, 8.013221E+2, 6.758138E+2, 8.143074E+2
6464, 1.220000E+2, 2.393608E+5, 2.491944E+5, 1.819802E+3, 1.762638E+3, 6.463193E+2, 4.807739E+2, 6.800038E+2
6466, 1.220000E+2, 4.254992E+5, 4.343541E+5, 2.330544E+3, 2.307479E+3, 7.558784E+2, 7.320608E+2, 7.605029E+2
6467, 1.220000E+2, 3.223168E+5, 3.299600E+5, 2.026186E+3, 2.002272E+3, 6.758813E+2, 6.276862E+2, 6.758813E+2
6468, 1.220000E+2, 4.268974E+5, 4.368708E+5, 2.331268E+3, 2.322550E+3, 7.577707E+2, 7.304581E+2, 7.619704E+2
6470, 1.220000E+2, 4.632489E+5, 4.730824E+5, 2.422020E+3, 2.405279E+3, 7.918993E+2, 7.577707E+2, 7.999221E+2
6473, 1.220000E+2, 4.273634E+5, 4.369639E+5, 2.334145E+3, 2.310627E+3, 7.655040E+2, 7.214795E+2, 7.796285E+2
6474, 1.220000E+2, 1.391611E+5, 1.441944E+5, 1.350652E+3, 1.322336E+3, 4.536255E+2, 3.999176E+2, 4.598816E+2
6475, 1.220000E+2, 1.273235E+5, 1.323568E+5, 1.301193E+3, 1.268638E+3, 4.505651E+2, 3.686468E+2, 4.513953E+2
6476, 1.220000E+2, 3.779626E+5, 3.860252E+5, 2.193469E+3, 2.174855E+3, 7.338083E+2, 6.739215E+2, 7.376025E+2
6477, 1.220000E+2, 3.386284E+5, 3.467842E+5, 2.064669E+3, 2.060286E+3, 6.735933E+2, 6.567172E+2, 6.791156E+2
6478, 1.220000E+2, 1.059787E+5, 1.094740E+5, 1.198189E+3, 1.161270E+3, 4.374446E+2, 3.300288E+2, 4.374446E+2
6479, 1.220000E+2, 1.545406E+5, 1.607856E+5, 1.441578E+3, 1.419431E+3, 5.235143E+2, 3.809466E+2, 5.246439E+2
6480, 1.220000E+2, 3.369507E+5, 3.449200E+5, 2.068145E+3, 2.050854E+3, 6.661593E+2, 6.468503E+2, 6.795308E+2
6483, 1.220000E+2, 1.508122E+5, 1.557523E+5, 1.396646E+3, 1.371941E+3, 4.710422E+2, 4.232622E+2, 4.838827E+2
6492, 1.220000E+2, 4.697735E+5, 4.792342E+5, 2.443521E+3, 2.429521E+3, 8.013221E+2, 7.530496E+2, 8.060238E+2
6495, 1.220000E+2, 3.264180E+5, 3.348535E+5, 2.037328E+3, 2.022604E+3, 6.565048E+2, 6.371959E+2, 6.658118E+2
6497, 1.220000E+2, 4.691211E+5, 4.792808E+5, 2.440305E+3, 2.432447E+3, 8.229385E+2, 7.368398E+2, 8.249370E+2
6501, 1.220000E+2, 3.084287E+5, 3.164447E+5, 1.982838E+3, 1.955795E+3, 6.324555E+2, 6.258808E+2, 6.490805E+2
6503, 1.220000E+2, 1.145539E+5, 1.194940E+5, 1.248392E+3, 1.226718E+3, 4.525153E+2, 3.294785E+2, 4.525249E+2
6504, 1.230000E+2, 4.010785E+5, 4.097469E+5, 2.257740E+3, 2.242794E+3, 7.236324E+2, 7.099810E+2, 7.333641E+2
6505, 1.230000E+2, 2.748734E+5, 2.817243E+5, 1.864464E+3, 1.852512E+3, 5.985779E+2, 5.889235E+2, 6.079235E+2
6511, 1.230000E+2, 3.406790E+5, 3.479959E+5, 2.076911E+3, 2.058229E+3, 6.690170E+2, 6.553656E+2, 6.758813E+2
6515, 1.230000E+2, 1.686151E+5, 1.736950E+5, 1.488856E+3, 1.457421E+3, 5.314792E+2, 4.139552E+2, 5.324833E+2
6516, 1.230000E+2, 3.289347E+5, 3.368108E+5, 2.046345E+3, 2.022720E+3, 6.822147E+2, 6.239982E+2, 6.838367E+2
6517, 1.230000E+2, 3.604393E+5, 3.692942E+5, 2.144927E+3, 2.133419E+3, 7.240862E+2, 6.468503E+2, 7.281893E+2
6518, 1.230000E+2, 2.999467E+5, 3.074966E+5, 1.956761E+3, 1.925336E+3, 6.468214E+2, 5.983269E+2, 6.545836E+2
6519, 1.230000E+2, 2.996670E+5, 3.067975E+5, 1.950708E+3, 1.926890E+3, 6.280627E+2, 6.212369E+2, 6.333823E+2
6520, 1.230000E+2, 2.852197E+5, 2.924899E+5, 1.904829E+3, 1.882170E+3, 6.275414E+2, 5.889235E+2, 6.324941E+2
6523, 1.230000E+2, 3.869107E+5, 3.954393E+5, 2.217219E+3, 2.195140E+3, 7.299368E+2, 6.958661E+2, 7.303037E+2
6524, 1.230000E+2, 2.814913E+5, 2.886684E+5, 1.901489E+3, 1.883010E+3, 6.052009E+2, 5.854671E+2, 6.346278E+2
6525, 1.230000E+2, 3.734886E+5, 3.823435E+5, 2.176478E+3, 2.164892E+3, 7.169129E+2, 6.772040E+2, 7.173571E+2
6526, 1.230000E+2, 2.126098E+5, 2.187150E+5, 1.652664E+3, 1.622716E+3, 5.460383E+2, 5.064741E+2, 5.465692E+2
6527, 1.230000E+2, 8.323566E+4, 8.710384E+4, 1.051006E+3, 1.022275E+3, 3.471752E+2, 3.259353E+2, 3.549953E+2
6529, 1.230000E+2, 3.003195E+5, 3.077296E+5, 1.950640E+3, 1.941700E+3, 6.371959E+2, 6.082324E+2, 6.565724E+2
6530, 1.230000E+2, 4.104926E+5, 4.199067E+5, 2.289223E+3, 2.270377E+3, 7.392438E+2, 7.182452E+2, 7.453357E+2
6531, 1.230000E+2, 7.288946E+4, 7.633820E+4, 9.948076E+2, 9.601576E+2, 3.140313E+2, 3.072057E+2, 3.283972E+2
6532, 1.230000E+2, 3.637017E+5, 3.723701E+5, 2.147427E+3, 2.131594E+3, 6.854683E+2, 6.758138E+2, 7.063606E+2
6533, 1.230000E+2, 3.663115E+5, 3.748401E+5, 2.160944E+3, 2.135098E+3, 7.273011E+2, 6.542747E+2, 7.318291E+2
6535, 1.230000E+2, 4.394806E+5, 4.485685E+5, 2.367559E+3, 2.347999E+3, 7.756315E+2, 7.336248E+2, 7.758535E+2
6536, 1.230000E+2, 2.825166E+5, 2.901131E+5, 1.903922E+3, 1.891333E+3, 6.371959E+2, 5.599600E+2, 6.511562E+2
6537, 1.230000E+2, 3.290279E+5, 3.366710E+5, 2.044530E+3, 2.035126E+3, 6.565048E+2, 6.275414E+2, 6.881812E+2
6538, 1.230000E+2, 3.040479E+5, 3.111784E+5, 1.965083E+3, 1.953758E+3, 6.468503E+2, 5.889235E+2, 6.608203E+2
6541, 1.230000E+2, 3.591344E+5, 3.683621E+5, 2.140882E+3, 2.121920E+3, 7.235745E+2, 6.580012E+2, 7.281893E+2
6542, 1.230000E+2, 3.910119E+5, 3.999600E+5, 2.228013E+3, 2.221303E+3, 7.236324E+2, 6.963295E+2, 7.390603E+2
6546, 1.230000E+2, 4.550465E+5, 4.635285E+5, 2.403049E+3, 2.388307E+3, 7.627041E+2, 7.530496E+2, 7.872361E+2
6548, 1.230000E+2, 2.663914E+5, 2.730092E+5, 1.848109E+3, 1.828221E+3, 6.351298E+2, 5.485677E+2, 6.375627E+2
6549, 1.230000E+2, 4.638082E+5, 4.744340E+5, 2.429705E+3, 2.414605E+3, 7.906249E+2, 7.479424E+2, 8.036487E+2
6551, 1.230000E+2, 3.921304E+5, 4.007988E+5, 2.227173E+3, 2.210143E+3, 7.372935E+2, 6.963295E+2, 7.393113E+2
6552, 1.240000E+2, 3.619307E+5, 3.702729E+5, 2.142339E+3, 2.128215E+3, 6.953448E+2, 6.781405E+2, 7.011278E+2
6557, 1.240000E+2, 4.830092E+5, 4.923301E+5, 2.473913E+3, 2.459354E+3, 7.820131E+2, 7.723586E+2, 8.179567E+2
6558, 1.240000E+2, 1.692676E+5, 1.750932E+5, 1.497217E+3, 1.474568E+3, 5.373395E+2, 4.173729E+2, 5.383146E+2
6563, 1.240000E+2, 3.183088E+5, 3.259054E+5, 2.017275E+3, 1.994452E+3, 6.591501E+2, 6.189393E+2, 6.666517E+2
6564, 1.240000E+2, 1.387882E+5, 1.448468E+5, 1.366486E+3, 1.339926E+3, 4.901195E+2, 3.851077E+2, 4.904863E+2
6567, 1.240000E+2, 4.254992E+5, 4.349133E+5, 2.329453E+3, 2.315039E+3, 7.497961E+2, 7.311822E+2, 7.619125E+2
6568, 1.240000E+2, 3.614646E+5, 3.699467E+5, 2.141364E+3, 2.125183E+3, 6.758138E+2, 6.758138E+2, 6.994673E+2
6570, 1.240000E+2, 1.308655E+5, 1.354793E+5, 1.294251E+3, 1.270395E+3, 4.190914E+2, 4.084908E+2, 4.241407E+2
6573, 1.240000E+2, 4.579360E+5, 4.682822E+5, 2.413457E+3, 2.396696E+3, 8.123861E+2, 7.236324E+2, 8.206310E+2
6574, 1.240000E+2, 1.386950E+5, 1.435419E+5, 1.344329E+3, 1.293566E+3, 4.247972E+2, 4.054883E+2, 4.500437E+2
6576, 1.240000E+2, 1.601331E+5, 1.652130E+5, 1.441105E+3, 1.411562E+3, 4.683100E+2, 4.332546E+2, 4.842689E+2
6578, 1.240000E+2, 7.643141E+4, 8.085884E+4, 1.035723E+3, 9.956860E+2, 3.278952E+2, 3.096772E+2, 3.549953E+2
6579, 1.240000E+2, 3.727429E+5, 3.816444E+5, 2.177617E+3, 2.166369E+3, 6.963295E+2, 6.826781E+2, 7.176177E+2
6583, 1.240000E+2, 1.547270E+5, 1.629760E+5, 1.471208E+3, 1.430398E+3, 5.372333E+2, 3.809369E+2, 5.497166E+2
6584, 1.240000E+2, 3.376031E+5, 3.461783E+5, 2.071640E+3, 2.047494E+3, 6.972468E+2, 6.316252E+2, 6.996700E+2
6587, 1.240000E+2, 4.598934E+5, 4.703328E+5, 2.439215E+3, 2.425949E+3, 8.465147E+2, 7.031553E+2, 8.553871E+2
6588, 1.240000E+2, 4.659520E+5, 4.759719E+5, 2.429493E+3, 2.424636E+3, 7.736716E+2, 7.695781E+2, 7.954232E+2
6589, 1.240000E+2, 1.590146E+5, 1.637683E+5, 1.429211E+3, 1.383188E+3, 4.705016E+2, 4.462592E+2, 4.733689E+2
6590, 1.250000E+2, 3.226897E+5, 3.301464E+5, 2.025549E+3, 2.001529E+3, 6.468503E+2, 6.275414E+2, 6.723575E+2
6593, 1.250000E+2, 2.536218E+5, 2.615445E+5, 1.824379E+3, 1.818924E+3, 6.383447E+2, 5.195753E+2, 6.440312E+2
6597, 1.250000E+2, 4.618508E+5, 4.725232E+5, 2.428749E+3, 2.417550E+3, 7.987250E+2, 7.509449E+2, 8.047494E+2
6598, 1.250000E+2, 4.556058E+5, 4.648335E+5, 2.408697E+3, 2.382475E+3, 8.055604E+2, 7.441193E+2, 8.112083E+2
6599, 1.250000E+2, 4.285751E+5, 4.375698E+5, 2.331664E+3, 2.307518E+3, 7.627041E+2, 7.240862E+2, 7.763266E+2
6600, 1.250000E+2, 3.637949E+5, 3.721837E+5, 2.162421E+3, 2.127539E+3, 7.144317E+2, 6.565048E+2, 7.352661E+2
6601, 1.250000E+2, 4.251264E+5, 4.342143E+5, 2.320397E+3, 2.303328E+3, 7.530496E+2, 7.240862E+2, 7.580507E+2
6602, 1.250000E+2, 3.551264E+5, 3.630958E+5, 2.118271E+3, 2.102457E+3, 6.821954E+2, 6.698666E+2, 6.921685E+2
6603, 1.250000E+2, 4.432090E+5, 4.534153E+5, 2.366323E+3, 2.361438E+3, 7.723586E+2, 7.433951E+2, 7.809994E+2
6604, 1.250000E+2, 3.580159E+5, 3.664513E+5, 2.129566E+3, 2.114090E+3, 6.912899E+2, 6.739215E+2, 6.938483E+2
6606, 1.250000E+2, 3.440345E+5, 3.524233E+5, 2.085426E+3, 2.070365E+3, 6.758138E+2, 6.565048E+2, 6.843097E+2
6609, 1.250000E+2, 4.663248E+5, 4.766244E+5, 2.441213E+3, 2.409151E+3, 7.854211E+2, 7.605994E+2, 8.052708E+2
6610, 1.250000E+2, 4.181357E+5, 4.268042E+5, 2.305616E+3, 2.283188E+3, 7.730054E+2, 7.140552E+2, 7.748881E+2
6612, 1.250000E+2, 3.365778E+5, 3.446870E+5, 2.068560E+3, 2.052485E+3, 6.758524E+2, 6.485399E+2, 6.856710E+2
6616, 1.250000E+2, 1.557523E+5, 1.716444E+5, 1.637429E+3, 1.564364E+3, 6.463870E+2, 3.328480E+2, 6.479992E+2
6617, 1.250000E+2, 1.589214E+5, 1.641411E+5, 1.439203E+3, 1.405480E+3, 4.752516E+2, 4.408430E+2, 4.769894E+2
6618, 1.250000E+2, 3.816910E+5, 3.896138E+5, 2.206281E+3, 2.170164E+3, 6.951227E+2, 6.854683E+2, 7.256888E+2
6620, 1.250000E+2, 3.021837E+5, 3.097802E+5, 1.955486E+3, 1.942685E+3, 6.374662E+2, 6.192772E+2, 6.411349E+2
6622, 1.250000E+2, 3.236218E+5, 3.321038E+5, 2.033437E+3, 2.021629E+3, 6.744525E+2, 6.185917E+2, 6.838367E+2
6623, 1.260000E+2, 1.509986E+5, 1.556125E+5, 1.386644E+3, 1.366293E+3, 4.441062E+2, 4.344517E+2, 4.586652E+2
6624, 1.260000E+2, 3.965112E+5, 4.054593E+5, 2.240226E+3, 2.227627E+3, 7.175501E+2, 7.086004E+2, 7.339917E+2
6626, 1.260000E+2, 3.483222E+5, 3.570838E+5, 2.098334E+3, 2.095525E+3, 6.738539E+2, 6.565048E+2, 6.922361E+2
6630, 1.260000E+2, 8.836216E+4, 9.209052E+4, 1.080790E+3, 1.049046E+3, 3.475614E+2, 3.185979E+2, 3.643215E+2
6633, 1.260000E+2, 3.853262E+5, 3.936683E+5, 2.216138E+3, 2.194937E+3, 7.211899E+2, 6.907783E+2, 7.243469E+2
6637, 1.260000E+2, 8.798933E+4, 9.306922E+4, 1.125819E+3, 1.072294E+3, 3.861793E+2, 3.089435E+2, 3.920492E+2
6639, 1.260000E+2, 3.849533E+5, 3.938548E+5, 2.215713E+3, 2.200015E+3, 7.222905E+2, 6.933560E+2, 7.299175E+2
6645, 1.260000E+2, 3.355525E+5, 3.434287E+5, 2.063308E+3, 2.053605E+3, 7.031553E+2, 6.280627E+2, 7.137173E+2
6646, 1.260000E+2, 2.894141E+5, 2.974766E+5, 1.931553E+3, 1.902957E+3, 6.366359E+2, 5.972167E+2, 6.395322E+2
6647, 1.260000E+2, 3.963248E+5, 4.052729E+5, 2.240226E+3, 2.234897E+3, 7.144317E+2, 7.047772E+2, 7.352661E+2
6651, 1.260000E+2, 1.001997E+5, 1.087283E+5, 1.236092E+3, 1.206028E+3, 4.448303E+2, 3.066746E+2, 4.636179E+2
6654, 1.260000E+2, 3.137416E+5, 3.210585E+5, 2.014350E+3, 1.992067E+3, 7.001044E+2, 5.703676E+2, 7.048448E+2
6656, 1.260000E+2, 1.647936E+5, 1.708988E+5, 1.484647E+3, 1.436780E+3, 4.660219E+2, 4.514822E+2, 4.920021E+2
6657, 1.260000E+2, 9.842874E+4, 1.051398E+5, 1.207206E+3, 1.135464E+3, 3.958338E+2, 3.185979E+2, 4.073226E+2
6660, 1.260000E+2, 2.983621E+5, 3.064713E+5, 1.954733E+3, 1.934623E+3, 6.239595E+2, 6.079525E+2, 6.444657E+2
6661, 1.260000E+2, 4.191610E+5, 4.290412E+5, 2.302063E+3, 2.297004E+3, 7.337407E+2, 7.144317E+2, 7.577996E+2
6663, 1.260000E+2, 3.296803E+5, 3.373701E+5, 2.048565E+3, 2.032230E+3, 6.565048E+2, 6.275414E+2, 6.832863E+2
6664, 1.260000E+2, 3.587616E+5, 3.675232E+5, 2.135427E+3, 2.118445E+3, 7.094789E+2, 6.604825E+2, 7.137173E+2
6665, 1.260000E+2, 2.950066E+5, 3.026031E+5, 1.956915E+3, 1.916183E+3, 6.442339E+2, 5.792593E+2, 6.540139E+2
6667, 1.260000E+2, 3.714380E+5, 3.807123E+5, 2.180455E+3, 2.166408E+3, 7.332000E+2, 6.598742E+2, 7.388672E+2
6671, 1.260000E+2, 3.818774E+5, 3.913848E+5, 2.197437E+3, 2.186567E+3, 7.220781E+2, 6.947559E+2, 7.220877E+2
6672, 1.260000E+2, 4.376164E+5, 4.473568E+5, 2.354217E+3, 2.335680E+3, 7.477203E+2, 7.472955E+2, 7.695781E+2
6673, 1.270000E+2, 3.655658E+5, 3.737682E+5, 2.159080E+3, 2.112681E+3, 6.854683E+2, 6.758138E+2, 7.127325E+2
6675, 1.270000E+2, 4.090944E+5, 4.170638E+5, 2.279394E+3, 2.252043E+3, 7.144317E+2, 7.144317E+2, 7.524318E+2
6676, 1.270000E+2, 3.473901E+5, 3.554527E+5, 2.098518E+3, 2.082124E+3, 6.854683E+2, 6.468503E+2, 7.002686E+2
6677, 1.270000E+2, 1.323568E+5, 1.372503E+5, 1.322500E+3, 1.284017E+3, 4.710422E+2, 3.686468E+2, 4.750392E+2
6678, 1.270000E+2, 3.157922E+5, 3.236218E+5, 2.016599E+3, 1.981448E+3, 6.468503E+2, 6.178869E+2, 6.664393E+2
6679, 1.270000E+2, 3.243674E+5, 3.325698E+5, 2.031216E+3, 2.021021E+3, 6.683895E+2, 6.362787E+2, 6.697894E+2
6682, 1.270000E+2, 3.692010E+5, 3.776364E+5, 2.170859E+3, 2.142938E+3, 6.854683E+2, 6.758138E+2, 7.132539E+2
6683, 1.270000E+2, 3.895206E+5, 3.983754E+5, 2.218899E+3, 2.211996E+3, 7.168068E+2, 6.963295E+2, 7.327270E+2
6686, 1.270000E+2, 1.702929E+5, 1.779360E+5, 1.515097E+3, 1.489870E+3, 5.292105E+2, 4.215726E+2, 5.352831E+2
6687, 1.270000E+2, 1.175366E+5, 1.310985E+5, 1.412953E+3, 1.301868E+3, 4.827241E+2, 3.282524E+2, 4.888644E+2
6688, 1.270000E+2, 1.301198E+5, 1.355725E+5, 1.330253E+3, 1.277838E+3, 5.116682E+2, 3.438251E+2, 5.117745E+2
6689, 1.270000E+2, 3.203594E+5, 3.281890E+5, 2.017497E+3, 1.999801E+3, 6.565048E+2, 6.275414E+2, 6.641994E+2
6691, 1.270000E+2, 4.220505E+5, 4.315112E+5, 2.315068E+3, 2.305780E+3, 7.488016E+2, 7.150110E+2, 7.767514E+2
6692, 1.270000E+2, 1.872570E+5, 1.929427E+5, 1.566903E+3, 1.549197E+3, 5.589366E+2, 4.460081E+2, 5.604620E+2
6694, 1.270000E+2, 4.389213E+5, 4.485685E+5, 2.357190E+3, 2.341386E+3, 7.627041E+2, 7.433951E+2, 7.731406E+2
6697, 1.270000E+2, 3.083355E+5, 3.157922E+5, 1.970016E+3, 1.960951E+3, 6.348884E+2, 6.280627E+2, 6.502970E+2
6698, 1.270000E+2, 3.635152E+5, 3.734420E+5, 2.147727E+3, 2.144792E+3, 6.993997E+2, 6.740856E+2, 7.080115E+2
6699, 1.270000E+2, 9.628493E+4, 1.003395E+5, 1.144954E+3, 1.107987E+3, 3.861793E+2, 3.379069E+2, 3.904949E+2
6700, 1.270000E+2, 3.271637E+5, 3.357855E+5, 2.045070E+3, 2.030888E+3, 6.758138E+2, 6.178869E+2, 6.802162E+2
6701, 1.270000E+2, 3.311717E+5, 3.399333E+5, 2.054889E+3, 2.044501E+3, 6.595170E+2, 6.514556E+2, 6.722899E+2
6704, 1.270000E+2, 3.458987E+5, 3.541011E+5, 2.103905E+3, 2.070665E+3, 6.929891E+2, 6.413473E+2, 6.970633E+2
6706, 1.270000E+2, 4.288548E+5, 4.390612E+5, 2.334879E+3, 2.315966E+3, 7.575004E+2, 7.269632E+2, 7.815980E+2
6707, 1.270000E+2, 3.746071E+5, 3.835086E+5, 2.180117E+3, 2.166302E+3, 7.047772E+2, 6.758138E+2, 7.268474E+2
6708, 1.270000E+2, 1.181891E+5, 1.236418E+5, 1.248537E+3, 1.225279E+3, 4.409395E+2, 3.674979E+2, 4.429477E+2
6709, 1.270000E+2, 3.793608E+5, 3.885418E+5, 2.204012E+3, 2.187860E+3, 7.641233E+2, 6.445429E+2, 7.689698E+2
6710, 1.270000E+2, 4.532755E+5, 4.626897E+5, 2.402885E+3, 2.389002E+3, 7.924110E+2, 7.329876E+2, 8.170492E+2
6711, 1.270000E+2, 3.425432E+5, 3.507456E+5, 2.084683E+3, 2.066899E+3, 6.661593E+2, 6.565048E+2, 6.848600E+2
6712, 1.270000E+2, 4.446071E+5, 4.533221E+5, 2.378681E+3, 2.357895E+3, 7.918993E+2, 7.236324E+2, 7.980588E+2
6715, 1.270000E+2, 3.117842E+5, 3.199400E+5, 1.991102E+3, 1.984508E+3, 6.536471E+2, 6.243071E+2, 6.555104E+2
6717, 1.280000E+2, 3.217576E+5, 3.300532E+5, 2.016387E+3, 2.008654E+3, 6.553656E+2, 6.417142E+2, 6.589185E+2
6719, 1.280000E+2, 3.196138E+5, 3.274899E+5, 2.013220E+3, 2.000341E+3, 6.417142E+2, 6.348884E+2, 6.606080E+2
6720, 1.280000E+2, 3.572702E+5, 3.655658E+5, 2.128331E+3, 2.121968E+3, 7.031553E+2, 6.417142E+2, 7.195003E+2
6721, 1.280000E+2, 2.731957E+5, 2.799999E+5, 1.860737E+3, 1.831494E+3, 5.985779E+2, 5.889235E+2, 6.113701E+2
6723, 1.280000E+2, 3.057256E+5, 3.134620E+5, 1.974487E+3, 1.952387E+3, 6.505287E+2, 6.078366E+2, 6.513783E+2
6724, 1.280000E+2, 3.275365E+5, 3.370439E+5, 2.047609E+3, 2.039085E+3, 6.790480E+2, 6.322527E+2, 6.838367E+2
6726, 1.280000E+2, 3.010652E+5, 3.084287E+5, 1.947985E+3, 1.935396E+3, 6.371959E+2, 5.985779E+2, 6.579916E+2
6727, 1.280000E+2, 4.603594E+5, 4.693541E+5, 2.413794E+3, 2.390431E+3, 7.987347E+2, 7.429028E+2, 8.034171E+2
6729, 1.280000E+2, 3.127163E+5, 3.202196E+5, 1.991256E+3, 1.984044E+3, 6.371959E+2, 6.178869E+2, 6.545836E+2
6731, 1.280000E+2, 2.011451E+5, 2.080426E+5, 1.650714E+3, 1.613776E+3, 5.889235E+2, 4.344517E+2, 5.952953E+2
6732, 1.280000E+2, 1.394407E+5, 1.445672E+5, 1.358492E+3, 1.324083E+3, 4.248648E+2, 4.216788E+2, 4.522160E+2
6736, 1.280000E+2, 1.991877E+5, 2.043142E+5, 1.599178E+3, 1.569819E+3, 5.309965E+2, 4.730696E+2, 5.415103E+2
6737, 1.280000E+2, 3.962316E+5, 4.053195E+5, 2.235833E+3, 2.215993E+3, 7.329297E+2, 7.083687E+2, 7.333641E+2
6738, 1.280000E+2, 3.019973E+5, 3.091278E+5, 1.962100E+3, 1.940937E+3, 6.326390E+2, 6.162070E+2, 6.418590E+2
6739, 1.280000E+2, 1.409321E+5, 1.465712E+5, 1.334433E+3, 1.329258E+3, 4.369136E+2, 4.232622E+2, 4.457861E+2
6746, 1.280000E+2, 3.060985E+5, 3.143475E+5, 1.978396E+3, 1.963084E+3, 6.417142E+2, 6.144113E+2, 6.689495E+2
6747, 1.280000E+2, 3.430092E+5, 3.508854E+5, 2.082289E+3, 2.062719E+3, 6.812878E+2, 6.564952E+2, 6.838367E+2
6749, 1.280000E+2, 3.224101E+5, 3.300998E+5, 2.025221E+3, 2.002349E+3, 6.371959E+2, 6.371959E+2, 6.700693E+2
6751, 1.280000E+2, 3.843941E+5, 3.926897E+5, 2.207941E+3, 2.183844E+3, 7.337407E+2, 6.758138E+2, 7.519393E+2
6753, 1.280000E+2, 3.777762E+5, 3.858388E+5, 2.192620E+3, 2.172239E+3, 7.144317E+2, 6.661593E+2, 7.282570E+2
6756, 1.280000E+2, 3.831823E+5, 3.915712E+5, 2.213927E+3, 2.182917E+3, 7.047772E+2, 6.854683E+2, 7.320222E+2
6757, 1.280000E+2, 4.035019E+5, 4.118441E+5, 2.273505E+3, 2.242302E+3, 7.627041E+2, 6.661593E+2, 7.687864E+2
6758, 1.280000E+2, 3.303328E+5, 3.383022E+5, 2.045408E+3, 2.030540E+3, 6.621913E+2, 6.348884E+2, 6.767117E+2
6761, 1.280000E+2, 4.163648E+5, 4.256391E+5, 2.298800E+3, 2.282928E+3, 7.552412E+2, 7.161888E+2, 7.553957E+2
6762, 1.280000E+2, 3.886817E+5, 3.972103E+5, 2.215993E+3, 2.201106E+3, 7.337407E+2, 6.758138E+2, 7.413870E+2
6763, 1.280000E+2, 2.869906E+5, 2.950066E+5, 1.917708E+3, 1.903217E+3, 6.346374E+2, 5.747507E+2, 6.494377E+2
6764, 1.280000E+2, 3.963248E+5, 4.057389E+5, 2.245507E+3, 2.227907E+3, 7.144317E+2, 7.047772E+2, 7.352661E+2
6765, 1.290000E+2, 3.220372E+5, 3.298668E+5, 2.018617E+3, 2.001384E+3, 6.515424E+2, 6.362787E+2, 6.574316E+2
6767, 1.290000E+2, 3.856990E+5, 3.947402E+5, 2.215945E+3, 2.203529E+3, 7.395044E+2, 6.855358E+2, 7.396203E+2
6768, 1.290000E+2, 1.197736E+5, 1.240612E+5, 1.265664E+3, 1.242146E+3, 4.437393E+2, 3.618210E+2, 4.500437E+2
6769, 1.290000E+2, 3.005991E+5, 3.080558E+5, 1.957205E+3, 1.942849E+3, 6.371959E+2, 5.985779E+2, 6.462711E+2
