Particle#, Time, Area, Convex Area, Perimeter, Convex Perim, xLF, xFmin, xFmax
1299, 2.700000E+1, 2.910918E+5, 2.983621E+5, 1.921841E+3, 1.911703E+3, 6.280627E+2, 6.075856E+2, 6.328707E+2
1301, 2.800000E+1, 3.321970E+5, 3.397935E+5, 2.054232E+3, 2.036671E+3, 6.826781E+2, 6.212369E+2, 6.911548E+2
1302, 2.800000E+1, 3.273501E+5, 3.353195E+5, 2.035908E+3, 2.011704E+3, 6.553656E+2, 6.417142E+2, 6.656669E+2
1303, 2.800000E+1, 3.519573E+5, 3.607190E+5, 2.118087E+3, 2.094395E+3, 6.963295E+2, 6.417142E+2, 7.082046E+2
1304, 2.800000E+1, 1.573368E+5, 1.628362E+5, 1.437639E+3, 1.410201E+3, 4.801078E+2, 4.371357E+2, 4.804940E+2
1305, 2.800000E+1, 3.743275E+5, 3.827163E+5, 2.186518E+3, 2.171949E+3, 7.239703E+2, 6.740181E+2, 7.563225E+2
1307, 2.800000E+1, 1.662849E+5, 1.724367E+5, 1.491685E+3, 1.476865E+3, 5.020331E+2, 4.054883E+2, 5.331881E+2
1308, 2.800000E+1, 3.965112E+5, 4.057855E+5, 2.245150E+3, 2.229027E+3, 7.282280E+2, 7.027884E+2, 7.360867E+2
1309, 2.800000E+1, 3.956723E+5, 4.054127E+5, 2.246386E+3, 2.225223E+3, 7.236324E+2, 6.895038E+2, 7.318291E+2
1310, 2.800000E+1, 1.674966E+5, 1.726697E+5, 1.490768E+3, 1.436056E+3, 5.419641E+2, 3.995218E+2, 5.435764E+2
1311, 2.800000E+1, 2.938881E+5, 3.012050E+5, 1.940223E+3, 1.910323E+3, 6.391268E+2, 5.871374E+2, 6.630698E+2
1312, 2.800000E+1, 3.638881E+5, 3.728828E+5, 2.149986E+3, 2.137184E+3, 7.008382E+2, 6.796756E+2, 7.031842E+2
1313, 2.800000E+1, 3.059121E+5, 3.137416E+5, 1.979227E+3, 1.945330E+3, 6.484434E+2, 6.135424E+2, 6.589185E+2
1314, 2.800000E+1, 4.148734E+5, 4.241477E+5, 2.307470E+3, 2.293712E+3, 7.974988E+2, 6.701080E+2, 7.980588E+2
1315, 2.800000E+1, 3.375099E+5, 3.456657E+5, 2.076052E+3, 2.043574E+3, 6.758138E+2, 6.371959E+2, 6.870999E+2
1316, 2.800000E+1, 3.083355E+5, 3.159320E+5, 1.979642E+3, 1.965952E+3, 6.371959E+2, 6.178869E+2, 6.502970E+2
1317, 2.800000E+1, 2.446737E+5, 2.525499E+5, 1.796805E+3, 1.747577E+3, 5.744224E+2, 5.401780E+2, 5.955367E+2
1318, 2.800000E+1, 1.483888E+5, 1.579427E+5, 1.473863E+3, 1.455162E+3, 5.483167E+2, 3.570131E+2, 5.497166E+2
1319, 2.800000E+1, 4.321171E+5, 4.419040E+5, 2.344958E+3, 2.316786E+3, 7.530496E+2, 7.337407E+2, 7.638627E+2
1320, 2.800000E+1, 4.075099E+5, 4.159453E+5, 2.272395E+3, 2.260134E+3, 7.240862E+2, 7.144317E+2, 7.493906E+2
1321, 2.800000E+1, 3.280958E+5, 3.361118E+5, 2.039027E+3, 2.016397E+3, 6.485399E+2, 6.485399E+2, 6.658118E+2
1322, 2.800000E+1, 3.075898E+5, 3.145339E+5, 1.972372E+3, 1.956075E+3, 6.275414E+2, 6.082324E+2, 6.514459E+2
1323, 2.800000E+1, 4.440478E+5, 4.530425E+5, 2.365435E+3, 2.347208E+3, 7.646544E+2, 7.433951E+2, 7.731406E+2
1324, 2.800000E+1, 3.496271E+5, 3.582489E+5, 2.105092E+3, 2.090408E+3, 6.826781E+2, 6.621913E+2, 6.911548E+2
1325, 2.800000E+1, 3.215712E+5, 3.295405E+5, 2.017488E+3, 2.008576E+3, 6.415018E+2, 6.364525E+2, 6.613803E+2
1326, 2.800000E+1, 3.734886E+5, 3.823435E+5, 2.177791E+3, 2.157883E+3, 7.268571E+2, 6.689687E+2, 7.327270E+2
1327, 2.800000E+1, 2.648069E+5, 2.718908E+5, 1.841593E+3, 1.823346E+3, 5.986552E+2, 5.802924E+2, 6.011460E+2
1328, 2.800000E+1, 2.231424E+5, 2.295272E+5, 1.702182E+3, 1.677283E+3, 5.760443E+2, 4.938365E+2, 5.927080E+2
1329, 2.800000E+1, 2.922103E+5, 2.999001E+5, 1.923994E+3, 1.911221E+3, 6.304860E+2, 6.060022E+2, 6.351491E+2
1330, 2.800000E+1, 3.935285E+5, 4.009852E+5, 2.235833E+3, 2.194589E+3, 7.047772E+2, 6.951227E+2, 7.339917E+2
1331, 2.800000E+1, 3.404926E+5, 3.476231E+5, 2.080879E+3, 2.057621E+3, 6.826781E+2, 6.417142E+2, 7.010603E+2
1332, 2.800000E+1, 4.061118E+5, 4.148734E+5, 2.267519E+3, 2.257450E+3, 7.441193E+2, 6.895038E+2, 7.592768E+2
1333, 2.800000E+1, 1.537949E+5, 1.585486E+5, 1.409429E+3, 1.372974E+3, 4.634152E+2, 4.247972E+2, 4.793354E+2
1334, 2.800000E+1, 2.192277E+5, 2.255193E+5, 1.690558E+3, 1.673769E+3, 5.696145E+2, 4.923786E+2, 5.794330E+2
1335, 2.800000E+1, 2.801863E+5, 2.878295E+5, 1.890531E+3, 1.865912E+3, 6.135424E+2, 5.919550E+2, 6.217969E+2
1336, 2.800000E+1, 3.704127E+5, 3.786617E+5, 2.170598E+3, 2.144714E+3, 7.150303E+2, 6.783046E+2, 7.195003E+2
1337, 2.800000E+1, 2.660186E+5, 2.749667E+5, 1.889923E+3, 1.868731E+3, 6.376689E+2, 5.256576E+2, 6.540139E+2
1338, 2.800000E+1, 4.200931E+5, 4.296470E+5, 2.301474E+3, 2.300470E+3, 7.433951E+2, 7.240862E+2, 7.523641E+2
1339, 2.800000E+1, 4.155259E+5, 4.243807E+5, 2.296956E+3, 2.269412E+3, 7.337407E+2, 7.144317E+2, 7.428352E+2
1340, 2.800000E+1, 3.604393E+5, 3.691078E+5, 2.141857E+3, 2.121795E+3, 6.854683E+2, 6.758138E+2, 6.922361E+2
1341, 2.800000E+1, 4.059253E+5, 4.158521E+5, 2.268224E+3, 2.255577E+3, 7.240862E+2, 7.144317E+2, 7.511284E+2
1343, 2.800000E+1, 4.158055E+5, 4.253594E+5, 2.300026E+3, 2.285428E+3, 7.680527E+2, 7.046035E+2, 7.731406E+2
1344, 2.800000E+1, 1.394407E+5, 1.442410E+5, 1.355441E+3, 1.326468E+3, 4.633186E+2, 3.910934E+2, 4.754254E+2
1345, 2.800000E+1, 4.043408E+5, 4.124966E+5, 2.266738E+3, 2.236693E+3, 7.341752E+2, 7.125877E+2, 7.426421E+2
1346, 2.800000E+1, 4.158987E+5, 4.251264E+5, 2.311090E+3, 2.299495E+3, 7.987250E+2, 6.758524E+2, 8.036487E+2
1347, 2.800000E+1, 2.889480E+5, 2.957057E+5, 1.917342E+3, 1.885183E+3, 6.280627E+2, 5.939244E+2, 6.375627E+2
1349, 2.800000E+1, 4.169240E+5, 4.265712E+5, 2.305712E+3, 2.292332E+3, 7.441193E+2, 7.168068E+2, 7.540344E+2
1350, 2.800000E+1, 2.953794E+5, 3.026031E+5, 1.935965E+3, 1.916897E+3, 6.524789E+2, 5.963960E+2, 6.543712E+2
1351, 2.800000E+1, 1.685219E+5, 1.798468E+5, 1.599989E+3, 1.553136E+3, 6.169987E+2, 3.638774E+2, 6.224728E+2
1352, 2.800000E+1, 4.648335E+5, 4.753661E+5, 2.429396E+3, 2.417405E+3, 7.821193E+2, 7.594795E+2, 8.065934E+2
1353, 2.800000E+1, 3.704127E+5, 3.792676E+5, 2.170675E+3, 2.155112E+3, 7.047772E+2, 6.758138E+2, 7.142386E+2
1354, 2.800000E+1, 1.320772E+5, 1.373901E+5, 1.357594E+3, 1.322336E+3, 4.915290E+2, 3.481599E+2, 5.139564E+2
1355, 2.800000E+1, 3.307989E+5, 3.388148E+5, 2.045930E+3, 2.029063E+3, 6.621913E+2, 6.417142E+2, 6.745684E+2
1356, 2.800000E+1, 2.023568E+5, 2.089280E+5, 1.659364E+3, 1.637294E+3, 6.018315E+2, 4.230884E+2, 6.063112E+2
1357, 2.800000E+1, 4.168308E+5, 4.254060E+5, 2.301725E+3, 2.291549E+3, 7.509449E+2, 7.236324E+2, 7.569984E+2
1358, 2.800000E+1, 4.707988E+5, 4.803994E+5, 2.447228E+3, 2.430950E+3, 8.038033E+2, 7.604160E+2, 8.085050E+2
1359, 2.800000E+1, 2.589347E+5, 2.658322E+5, 1.824591E+3, 1.798929E+3, 6.417142E+2, 5.324833E+2, 6.422935E+2
1360, 2.800000E+1, 3.369507E+5, 3.462250E+5, 2.065451E+3, 2.057226E+3, 6.737187E+2, 6.556938E+2, 6.775323E+2
1362, 2.800000E+1, 3.508388E+5, 3.595072E+5, 2.117643E+3, 2.106627E+3, 7.071715E+2, 6.510211E+2, 7.089962E+2
1363, 2.800000E+1, 3.601597E+5, 3.685019E+5, 2.139578E+3, 2.130320E+3, 6.854683E+2, 6.661593E+2, 7.028560E+2
1364, 2.800000E+1, 2.759919E+5, 2.825632E+5, 1.869755E+3, 1.833251E+3, 6.082324E+2, 5.792690E+2, 6.158498E+2
1365, 2.800000E+1, 1.176298E+5, 1.219640E+5, 1.232424E+3, 1.204204E+3, 4.151428E+2, 3.668703E+2, 4.222678E+2
1366, 2.800000E+1, 3.880292E+5, 3.979094E+5, 2.216524E+3, 2.197216E+3, 7.237579E+2, 7.031746E+2, 7.271080E+2
1367, 2.800000E+1, 5.628894E+5, 6.043208E+5, 2.947465E+3, 2.800727E+3, 1.015652E+3, 7.384038E+2, 1.034970E+3
1368, 2.800000E+1, 1.842743E+5, 1.897270E+5, 1.544485E+3, 1.514991E+3, 5.020331E+2, 4.634152E+2, 5.087622E+2
1369, 2.800000E+1, 4.172968E+5, 4.261051E+5, 2.295392E+3, 2.287437E+3, 7.433951E+2, 7.047772E+2, 7.612946E+2
1370, 2.800000E+1, 1.577097E+5, 1.628362E+5, 1.425098E+3, 1.403627E+3, 4.634152E+2, 4.344517E+2, 4.750392E+2
1371, 2.800000E+1, 1.814780E+5, 1.875832E+5, 1.530322E+3, 1.508127E+3, 5.324833E+2, 4.573908E+2, 5.326571E+2
1372, 2.800000E+1, 3.419839E+5, 3.504660E+5, 2.080956E+3, 2.069139E+3, 6.790480E+2, 6.509921E+2, 6.887894E+2
1373, 2.800000E+1, 4.204660E+5, 4.292276E+5, 2.312027E+3, 2.298317E+3, 7.530496E+2, 7.144317E+2, 7.758535E+2
1374, 2.800000E+1, 2.670439E+5, 2.743608E+5, 1.845870E+3, 1.832450E+3, 6.144113E+2, 5.461444E+2, 6.212756E+2
1375, 2.800000E+1, 4.205592E+5, 4.306258E+5, 2.315618E+3, 2.298539E+3, 7.433951E+2, 7.240862E+2, 7.530496E+2
1376, 2.800000E+1, 3.123435E+5, 3.203594E+5, 1.991131E+3, 1.978870E+3, 6.371959E+2, 6.275414E+2, 6.476420E+2
1377, 2.900000E+1, 3.417975E+5, 3.509786E+5, 2.101260E+3, 2.078929E+3, 6.992259E+2, 6.337975E+2, 7.048448E+2
1378, 2.900000E+1, 1.930359E+5, 1.996071E+5, 1.573256E+3, 1.551495E+3, 5.320296E+2, 4.825600E+2, 5.355438E+2
1379, 2.900000E+1, 1.759787E+5, 1.816178E+5, 1.513079E+3, 1.478632E+3, 5.049005E+2, 4.479004E+2, 5.109538E+2
1380, 2.900000E+1, 3.301464E+5, 3.379760E+5, 2.043642E+3, 2.025298E+3, 6.621913E+2, 6.348884E+2, 6.761613E+2
1381, 2.900000E+1, 9.264978E+4, 9.693740E+4, 1.117825E+3, 1.093563E+3, 3.573317E+2, 3.283876E+2, 3.968958E+2
1382, 2.900000E+1, 3.060052E+5, 3.137882E+5, 1.965633E+3, 1.950611E+3, 6.321562E+2, 6.297330E+2, 6.457690E+2
1383, 2.900000E+1, 4.295072E+5, 4.396204E+5, 2.332060E+3, 2.322781E+3, 7.468804E+2, 7.398134E+2, 7.609277E+2
1384, 2.900000E+1, 1.670306E+5, 1.721571E+5, 1.505414E+3, 1.480853E+3, 5.597959E+2, 3.891239E+2, 5.679732E+2
1385, 2.900000E+1, 1.353395E+5, 1.409321E+5, 1.378863E+3, 1.327993E+3, 5.213420E+2, 3.475614E+2, 5.340570E+2
1387, 2.900000E+1, 3.559653E+5, 3.651464E+5, 2.125502E+3, 2.122721E+3, 6.860765E+2, 6.767310E+2, 6.922361E+2
1388, 2.900000E+1, 4.686550E+5, 4.788614E+5, 2.445316E+3, 2.437023E+3, 8.055604E+2, 7.577707E+2, 8.065934E+2
1390, 2.900000E+1, 2.237017E+5, 2.335352E+5, 1.771076E+3, 1.708892E+3, 6.482406E+2, 4.643709E+2, 6.635623E+2
1391, 2.900000E+1, 1.026231E+5, 1.097536E+5, 1.232723E+3, 1.192917E+3, 4.773949E+2, 3.055837E+2, 4.901967E+2
1392, 2.900000E+1, 1.639547E+5, 1.778894E+5, 1.615417E+3, 1.493336E+3, 5.523329E+2, 4.098424E+2, 5.623640E+2
1393, 2.900000E+1, 3.966044E+5, 4.049000E+5, 2.246154E+3, 2.233960E+3, 7.509449E+2, 6.895038E+2, 7.553957E+2
1396, 2.900000E+1, 4.737815E+5, 4.836617E+5, 2.456873E+3, 2.431926E+3, 7.990629E+2, 7.516691E+2, 8.147031E+2
1397, 2.900000E+1, 3.803861E+5, 3.889147E+5, 2.197380E+3, 2.180098E+3, 7.047772E+2, 6.854683E+2, 7.220877E+2
1398, 2.900000E+1, 1.397203E+5, 1.438681E+5, 1.344802E+3, 1.317113E+3, 4.537607E+2, 3.861793E+2, 4.642165E+2
1399, 2.900000E+1, 2.890412E+5, 2.958455E+5, 1.906953E+3, 1.895522E+3, 6.082324E+2, 5.985779E+2, 6.310942E+2
1400, 2.900000E+1, 3.285618E+5, 3.358788E+5, 2.039007E+3, 2.028156E+3, 6.565048E+2, 6.275414E+2, 6.744332E+2
1401, 2.900000E+1, 3.809453E+5, 3.901264E+5, 2.196723E+3, 2.182792E+3, 7.168068E+2, 6.895038E+2, 7.207361E+2
1402, 2.900000E+1, 1.205193E+5, 1.253195E+5, 1.255034E+3, 1.217662E+3, 4.272977E+2, 3.803190E+2, 4.288328E+2
1403, 2.900000E+1, 3.141144E+5, 3.225965E+5, 2.004406E+3, 1.980405E+3, 6.435678E+2, 6.265276E+2, 6.514459E+2
1404, 2.900000E+1, 1.279760E+5, 1.337550E+5, 1.316562E+3, 1.281160E+3, 4.441062E+2, 3.668703E+2, 4.605864E+2
1405, 2.900000E+1, 3.389081E+5, 3.473435E+5, 2.074719E+3, 2.058374E+3, 6.921299E+2, 6.459622E+2, 6.936456E+2
1406, 2.900000E+1, 3.129959E+5, 3.209187E+5, 1.993458E+3, 1.981795E+3, 6.417142E+2, 6.280627E+2, 6.538016E+2
1407, 2.900000E+1, 1.887483E+5, 1.946671E+5, 1.565107E+3, 1.551147E+3, 5.386332E+2, 4.465102E+2, 5.580388E+2
1408, 2.900000E+1, 3.513048E+5, 3.590412E+5, 2.109727E+3, 2.093584E+3, 6.871868E+2, 6.613707E+2, 6.921685E+2
1409, 2.900000E+1, 3.717176E+5, 3.808055E+5, 2.176207E+3, 2.165230E+3, 7.101548E+2, 6.751573E+2, 7.256888E+2
1410, 2.900000E+1, 2.147536E+5, 2.223968E+5, 1.681849E+3, 1.664095E+3, 6.021404E+2, 4.602485E+2, 6.027680E+2
1411, 2.900000E+1, 3.667776E+5, 3.758654E+5, 2.158771E+3, 2.147678E+3, 7.135821E+2, 6.615928E+2, 7.142386E+2
1412, 2.900000E+1, 1.448468E+5, 1.495539E+5, 1.364796E+3, 1.334346E+3, 4.344517E+2, 4.247972E+2, 4.445213E+2
1413, 2.900000E+1, 3.702263E+5, 3.782422E+5, 2.170617E+3, 2.150835E+3, 7.047772E+2, 6.661593E+2, 7.207361E+2
1414, 2.900000E+1, 7.904126E+4, 8.318906E+4, 1.022834E+3, 9.802100E+2, 3.379069E+2, 3.089435E+2, 3.428403E+2
1415, 2.900000E+1, 1.737416E+5, 1.808255E+5, 1.515232E+3, 1.479144E+3, 5.325895E+2, 4.320188E+2, 5.380540E+2
1416, 2.900000E+1, 3.042343E+5, 3.123901E+5, 1.969466E+3, 1.960024E+3, 6.553656E+2, 6.075856E+2, 6.604728E+2
1417, 2.900000E+1, 3.970705E+5, 4.063914E+5, 2.254534E+3, 2.242640E+3, 7.566121E+2, 6.742787E+2, 7.729572E+2
1418, 2.900000E+1, 3.235286E+5, 3.315911E+5, 2.028793E+3, 2.010237E+3, 6.468503E+2, 6.371959E+2, 6.604728E+2
1419, 2.900000E+1, 3.052596E+5, 3.123435E+5, 1.967526E+3, 1.959107E+3, 6.473137E+2, 6.200012E+2, 6.474972E+2
1420, 2.900000E+1, 2.815845E+5, 2.889946E+5, 1.898274E+3, 1.880886E+3, 6.265276E+2, 5.680891E+2, 6.346278E+2
1421, 2.900000E+1, 2.921171E+5, 2.997137E+5, 1.926243E+3, 1.899336E+3, 6.335368E+2, 6.074311E+2, 6.366841E+2
1422, 2.900000E+1, 2.826098E+5, 2.896937E+5, 1.892259E+3, 1.867698E+3, 6.135424E+2, 6.006343E+2, 6.181862E+2
1423, 2.900000E+1, 3.973501E+5, 4.060652E+5, 2.243094E+3, 2.226478E+3, 7.144317E+2, 6.951227E+2, 7.602519E+2
1424, 2.900000E+1, 2.841011E+5, 2.925366E+5, 1.909724E+3, 1.905602E+3, 6.476902E+2, 5.712171E+2, 6.490805E+2
1425, 2.900000E+1, 3.699467E+5, 3.779626E+5, 2.163570E+3, 2.148905E+3, 6.951227E+2, 6.758138E+2, 7.031842E+2
1426, 2.900000E+1, 3.285618E+5, 3.363448E+5, 2.047117E+3, 2.008374E+3, 6.963682E+2, 6.109357E+2, 6.975364E+2
1427, 2.900000E+1, 5.122768E+5, 5.605125E+5, 2.880965E+3, 2.793486E+3, 1.093583E+3, 6.371669E+2, 1.101673E+3
1428, 2.900000E+1, 4.409719E+5, 4.514580E+5, 2.362490E+3, 2.352257E+3, 7.782478E+2, 7.372935E+2, 7.867631E+2
1429, 2.900000E+1, 1.250865E+5, 1.477829E+5, 1.512577E+3, 1.412518E+3, 5.664478E+2, 3.163774E+2, 5.715743E+2
1430, 2.900000E+1, 2.172703E+5, 2.270106E+5, 1.720265E+3, 1.692354E+3, 6.201653E+2, 4.605285E+2, 6.224728E+2
1431, 2.900000E+1, 4.516910E+5, 4.614313E+5, 2.393317E+3, 2.372328E+3, 7.862321E+2, 7.388286E+2, 7.929613E+2
1432, 2.900000E+1, 3.273501E+5, 3.353661E+5, 2.054136E+3, 2.040784E+3, 7.145669E+2, 6.140347E+2, 7.148275E+2
1433, 2.900000E+1, 3.127163E+5, 3.202196E+5, 1.994684E+3, 1.969766E+3, 6.468503E+2, 6.178869E+2, 6.545836E+2
1434, 2.900000E+1, 4.822635E+5, 4.936350E+5, 2.475110E+3, 2.472127E+3, 8.155238E+2, 7.640751E+2, 8.192119E+2
1435, 2.900000E+1, 3.664047E+5, 3.746071E+5, 2.150932E+3, 2.138130E+3, 7.047772E+2, 6.758138E+2, 7.142386E+2
1436, 2.900000E+1, 1.025299E+5, 1.065845E+5, 1.168289E+3, 1.100379E+3, 3.891432E+2, 3.386503E+2, 3.939415E+2
1437, 2.900000E+1, 3.597869E+5, 3.679427E+5, 2.136856E+3, 2.122316E+3, 7.086004E+2, 6.537437E+2, 7.099810E+2
1439, 2.900000E+1, 3.460852E+5, 3.548934E+5, 2.099194E+3, 2.087193E+3, 7.062737E+2, 6.505480E+2, 7.099810E+2
1440, 2.900000E+1, 4.001464E+5, 4.091411E+5, 2.257334E+3, 2.238904E+3, 7.633317E+2, 6.954993E+2, 7.638627E+2
1441, 2.900000E+1, 3.612782E+5, 3.692010E+5, 2.132057E+3, 2.117325E+3, 6.996217E+2, 6.719327E+2, 7.026533E+2
1442, 2.900000E+1, 1.174434E+5, 1.248069E+5, 1.334037E+3, 1.203991E+3, 4.901388E+2, 3.098123E+2, 4.949274E+2
1443, 3.000000E+1, 3.291211E+5, 3.370905E+5, 2.048556E+3, 2.022064E+3, 6.661593E+2, 6.371959E+2, 6.780150E+2
1444, 3.000000E+1, 3.488814E+5, 3.568974E+5, 2.099522E+3, 2.076930E+3, 6.895038E+2, 6.553656E+2, 7.005292E+2
1445, 3.000000E+1, 1.334753E+5, 1.422370E+5, 1.412702E+3, 1.400499E+3, 5.639376E+2, 3.062209E+2, 5.639376E+2
1446, 3.000000E+1, 3.429160E+5, 3.507456E+5, 2.094202E+3, 2.062912E+3, 7.080018E+2, 6.310749E+2, 7.087355E+2
1447, 3.000000E+1, 2.909054E+5, 2.986883E+5, 1.924911E+3, 1.908122E+3, 6.275414E+2, 5.985779E+2, 6.293950E+2
1448, 3.000000E+1, 4.346337E+5, 4.440012E+5, 2.351050E+3, 2.339030E+3, 7.849191E+2, 7.238641E+2, 7.853439E+2
1449, 3.000000E+1, 2.790678E+5, 2.869906E+5, 1.887886E+3, 1.868693E+3, 6.090917E+2, 6.006343E+2, 6.217969E+2
1450, 3.000000E+1, 3.872835E+5, 3.956723E+5, 2.234684E+3, 2.213136E+3, 7.723586E+2, 6.468503E+2, 7.783734E+2
1451, 3.000000E+1, 3.027429E+5, 3.101531E+5, 1.958605E+3, 1.946035E+3, 6.468503E+2, 5.985779E+2, 6.526624E+2
1452, 3.000000E+1, 2.031957E+5, 2.092543E+5, 1.617396E+3, 1.577581E+3, 5.213420E+2, 5.020331E+2, 5.331012E+2
1453, 3.000000E+1, 3.074966E+5, 3.156990E+5, 1.972305E+3, 1.962245E+3, 6.371959E+2, 6.178869E+2, 6.528747E+2
1454, 3.000000E+1, 4.066710E+5, 4.155725E+5, 2.276353E+3, 2.255828E+3, 7.240862E+2, 7.144317E+2, 7.419567E+2
1455, 3.000000E+1, 3.086151E+5, 3.168175E+5, 1.981119E+3, 1.975886E+3, 6.622878E+2, 6.076628E+2, 6.666517E+2
1456, 3.000000E+1, 2.991078E+5, 3.059587E+5, 1.943254E+3, 1.929632E+3, 6.178869E+2, 6.082324E+2, 6.401887E+2
1457, 3.000000E+1, 4.433022E+5, 4.532755E+5, 2.375379E+3, 2.359807E+3, 7.615842E+2, 7.405278E+2, 7.840984E+2
1458, 3.000000E+1, 4.696803E+5, 4.790478E+5, 2.446397E+3, 2.428923E+3, 7.820131E+2, 7.627041E+2, 7.976534E+2
1459, 3.000000E+1, 3.406790E+5, 3.484620E+5, 2.079402E+3, 2.068627E+3, 6.697025E+2, 6.482792E+2, 6.800038E+2
1460, 3.000000E+1, 3.556857E+5, 3.639813E+5, 2.123146E+3, 2.109639E+3, 7.172025E+2, 6.455856E+2, 7.183997E+2
1461, 3.000000E+1, 1.103595E+5, 1.241544E+5, 1.340795E+3, 1.255025E+3, 4.626428E+2, 3.149196E+2, 4.714863E+2
1462, 3.000000E+1, 9.964046E+4, 1.060719E+5, 1.185860E+3, 1.140841E+3, 3.878495E+2, 3.254719E+2, 4.052566E+2
1463, 3.000000E+1, 3.556857E+5, 3.639347E+5, 2.125000E+3, 2.115867E+3, 6.854683E+2, 6.565048E+2, 7.020643E+2
1464, 3.000000E+1, 1.756990E+5, 1.805459E+5, 1.519075E+3, 1.476055E+3, 5.188319E+2, 4.437393E+2, 5.199132E+2
1466, 3.000000E+1, 3.533554E+5, 3.612316E+5, 2.110460E+3, 2.095496E+3, 6.854683E+2, 6.565048E+2, 6.968605E+2
1467, 3.000000E+1, 2.918375E+5, 2.987350E+5, 1.927527E+3, 1.908691E+3, 6.082324E+2, 5.985779E+2, 6.319824E+2
1469, 3.000000E+1, 3.045139E+5, 3.120638E+5, 1.970731E+3, 1.965199E+3, 6.772330E+2, 6.004219E+2, 6.875729E+2
1470, 3.000000E+1, 4.432090E+5, 4.527163E+5, 2.365455E+3, 2.362722E+3, 7.627041E+2, 7.337407E+2, 7.738647E+2
1471, 3.000000E+1, 1.321704E+5, 1.369241E+5, 1.302892E+3, 1.292175E+3, 4.449075E+2, 3.934202E+2, 4.525249E+2
1472, 3.000000E+1, 2.943541E+5, 3.017642E+5, 1.951605E+3, 1.914069E+3, 6.437223E+2, 5.675580E+2, 6.543712E+2
1473, 3.000000E+1, 4.448867E+5, 4.547203E+5, 2.372068E+3, 2.364267E+3, 7.645964E+2, 7.509449E+2, 7.714511E+2
1475, 3.000000E+1, 3.381624E+5, 3.465512E+5, 2.073232E+3, 2.051935E+3, 6.675785E+2, 6.513010E+2, 6.795308E+2
1476, 3.000000E+1, 1.130626E+5, 1.197736E+5, 1.257873E+3, 1.228639E+3, 4.524091E+2, 3.313901E+2, 4.525249E+2
1477, 3.000000E+1, 3.743275E+5, 3.828095E+5, 2.188854E+3, 2.158009E+3, 7.151751E+2, 6.779474E+2, 7.289617E+2
1478, 3.000000E+1, 3.691078E+5, 3.776830E+5, 2.171602E+3, 2.146809E+3, 7.032229E+2, 6.789032E+2, 7.120760E+2
1479, 3.000000E+1, 3.280026E+5, 3.352729E+5, 2.038525E+3, 2.018579E+3, 6.468503E+2, 6.371959E+2, 6.658118E+2
1480, 3.000000E+1, 3.088948E+5, 3.180292E+5, 2.015528E+3, 1.998883E+3, 7.091508E+2, 5.615337E+2, 7.185928E+2
1481, 3.000000E+1, 3.008788E+5, 3.086151E+5, 1.956925E+3, 1.925722E+3, 6.428727E+2, 6.148651E+2, 6.442533E+2
1482, 3.000000E+1, 4.572835E+5, 4.673035E+5, 2.411825E+3, 2.399458E+3, 7.726385E+2, 7.555308E+2, 7.905477E+2
1483, 3.000000E+1, 4.667908E+5, 4.763448E+5, 2.431134E+3, 2.415890E+3, 7.916676E+2, 7.530496E+2, 8.121254E+2
1484, 3.000000E+1, 4.162715E+5, 4.254992E+5, 2.305114E+3, 2.276102E+3, 7.493616E+2, 7.189017E+2, 7.634379E+2
1485, 3.000000E+1, 3.501863E+5, 3.587616E+5, 2.130242E+3, 2.107573E+3, 7.236324E+2, 6.280627E+2, 7.282570E+2
1486, 3.000000E+1, 1.287217E+5, 1.344540E+5, 1.323012E+3, 1.303288E+3, 4.898974E+2, 3.469725E+2, 4.904863E+2
1487, 3.000000E+1, 3.534487E+5, 3.626763E+5, 2.116581E+3, 2.109939E+3, 6.826781E+2, 6.690170E+2, 6.936456E+2
1488, 3.000000E+1, 3.340612E+5, 3.421704E+5, 2.064273E+3, 2.048662E+3, 6.553656E+2, 6.485399E+2, 6.791156E+2
1489, 3.000000E+1, 3.022769E+5, 3.093142E+5, 1.959368E+3, 1.928357E+3, 6.430947E+2, 6.175200E+2, 6.430947E+2
1490, 3.000000E+1, 1.909853E+5, 1.970905E+5, 1.569809E+3, 1.525254E+3, 5.120062E+2, 4.710422E+2, 5.362389E+2
1491, 3.000000E+1, 4.031291E+5, 4.123102E+5, 2.258020E+3, 2.242572E+3, 7.385197E+2, 7.042752E+2, 7.464653E+2
1492, 3.000000E+1, 4.081624E+5, 4.179493E+5, 2.278236E+3, 2.270792E+3, 7.471894E+2, 6.989749E+2, 7.649054E+2
1493, 3.000000E+1, 3.062849E+5, 3.131823E+5, 1.973502E+3, 1.946556E+3, 6.371959E+2, 6.178869E+2, 6.459814E+2
1494, 3.000000E+1, 4.798401E+5, 4.886018E+5, 2.462579E+3, 2.450105E+3, 7.820131E+2, 7.627041E+2, 8.013800E+2
1495, 3.000000E+1, 4.355658E+5, 4.450731E+5, 2.349969E+3, 2.341396E+3, 7.583306E+2, 7.451137E+2, 7.676376E+2
1496, 3.000000E+1, 1.199600E+5, 1.249933E+5, 1.257197E+3, 1.240012E+3, 4.570046E+2, 3.444430E+2, 4.579507E+2
1497, 3.000000E+1, 4.481490E+5, 4.582156E+5, 2.384416E+3, 2.379859E+3, 7.627041E+2, 7.433951E+2, 7.915517E+2
