CLASS,DATE,TIME,FRAME,MINOR DIAMETER,MAJOR DIAMETER,ASPECT RATIO,BOUNDING RECT WIDTH,BOUNDING RECT HEIGHT,BOUNDING RECT DIAGONAL,PERIMETER,CONVEX HULL PERIMETER,HOLES' PERIMETER,MAX FERET DIAMETER,EQUIVALENT ELLIPSE MAJOR AXIS,EQUIVALENT ELLIPSE MINOR AXIS,EQUIVALENT ELLIPSE MINOR AXIS (FERET),EQUIVALENT RECT LONG SIDE,EQUIVALENT RECT SHORT SIDE,EQUIVALENT RECT DIAGONAL,EQUIVALENT RECT SHORT SIDE (FERET),AVERAGE HORIZ. SEGMENT LENGTH,AVERAGE VERT. SEGMENT LENGTH,HYDRAULIC RADIUS,WADDEL DISK DIAMETER,AREA,HOLES' AREA,PARTICLE & HOLES' AREA,CONVEX HULL AREA,IMAGE AREA,NUMBER OF HOLES,NUMBER OF HORIZ. SEGMENTS,NUMBER OF VERT. SEGMENTS,ORIENTATION,MAX FERET DIAMETER ORIENTATION,% AREA/IMAGE AREA,% AREA/(PARTICLE & HOLES' AREA),RATIO OF EQUIVALENT ELLIPSE AXES,RATIO OF EQUIVALENT RECT SIDES,ELONGATION FACTOR,COMPACTNESS FACTOR,HEYWOOD CIRCULARITY FACTOR,TYPE FACTOR,CIRCULARITY,SPHERICITY,CONVEXITY,,
All Particles,10/13/20,10:03:49,3290,742.54,925.60,1.25,838.53,820.73,1173.35,2636.04,2617.27,0.00,878.01,925.60,742.54,802.00,659.01,659.01,931.98,629.89,6350.59,6582.93,204.78,829.03,539800.00,0.00,539800.00,553050.00,230400000.00,0.00,85.00,82.00,131.57,127.13,0.23,100.00,1.25,1.00,1.39,0.78,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:50,3291,754.16,930.41,1.23,890.00,780.00,1183.43,2660.57,2640.13,0.00,917.61,930.41,754.16,780.65,665.14,665.14,940.65,613.12,5990.22,7065.38,207.14,837.66,551100.00,0.00,551100.00,562600.00,230400000.00,0.00,92.00,78.00,82.49,73.54,0.24,100.00,1.23,1.00,1.50,0.79,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:50,3292,746.75,932.83,1.25,869.56,786.33,1172.37,2654.42,2635.37,0.00,906.04,932.83,746.75,784.43,663.60,663.60,938.48,616.09,6754.32,6436.47,206.11,834.62,547100.00,0.00,547100.00,558200.00,230400000.00,0.00,81.00,85.00,16.88,37.38,0.24,100.00,1.25,1.00,1.47,0.81,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:50,3295,721.93,888.01,1.23,827.31,784.89,1140.39,2542.30,2511.39,0.00,846.94,888.01,721.93,774.22,635.57,635.57,898.84,608.07,6216.05,6066.27,198.05,800.67,503500.00,0.00,503500.00,515000.00,230400000.00,0.00,81.00,83.00,146.38,157.07,0.22,100.00,1.23,1.00,1.39,0.77,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:50,3296,719.86,896.04,1.24,833.84,780.91,1142.41,2553.29,2523.01,0.00,854.40,896.04,719.86,774.32,638.32,638.32,902.72,608.15,6103.61,6178.05,198.41,803.13,506600.00,0.00,506600.00,519600.00,230400000.00,0.00,83.00,82.00,120.74,147.43,0.22,100.00,1.24,1.00,1.40,0.76,1.01,1.00,0.99,0.98,0.97,0.00,0.00
All Particles,10/13/20,10:03:50,3297,746.72,915.64,1.23,883.88,770.75,1172.73,2624.68,2605.94,0.00,898.44,915.64,746.72,778.09,656.17,656.17,927.96,611.11,6033.71,6469.88,204.60,826.88,537000.00,0.00,537000.00,549050.00,230400000.00,0.00,89.00,83.00,55.37,73.18,0.23,100.00,1.23,1.00,1.47,0.74,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:50,3297,747.36,894.41,1.20,830.00,800.00,1152.78,2589.22,2543.35,0.00,855.86,894.41,747.36,798.80,647.30,647.30,915.43,627.38,6325.30,6562.50,202.76,817.59,525000.00,0.00,525000.00,536950.00,230400000.00,0.00,83.00,80.00,79.15,59.84,0.23,100.00,1.20,1.00,1.36,0.79,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:50,3297,729.61,888.25,1.22,800.00,790.00,1124.32,2553.52,2496.72,0.00,839.34,888.25,729.61,787.14,638.38,638.38,902.81,618.22,6443.04,6362.50,199.33,805.03,509000.00,0.00,509000.00,518900.00,230400000.00,0.00,79.00,80.00,141.05,111.67,0.22,100.00,1.22,1.00,1.36,0.81,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:50,3299,707.63,871.22,1.23,802.56,768.90,1111.44,2493.33,2453.10,0.00,830.06,871.22,707.63,760.36,623.33,623.33,881.53,597.19,5904.88,6288.31,194.20,785.18,484200.00,0.00,484200.00,495700.00,230400000.00,0.00,82.00,77.00,91.38,111.93,0.21,100.00,1.23,1.00,1.39,0.78,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:50,3299,769.10,968.96,1.26,889.35,808.78,1202.11,2748.13,2711.63,0.00,930.05,968.96,769.10,816.88,687.03,687.03,971.61,641.58,7137.80,6727.59,212.98,863.27,585300.00,0.00,585300.00,596700.00,230400000.00,0.00,82.00,87.00,158.31,143.75,0.25,100.00,1.26,1.00,1.45,0.83,1.01,0.99,0.99,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:03:50,3299,710.90,865.96,1.22,800.00,770.00,1110.36,2488.87,2446.27,0.00,818.41,865.96,710.90,767.37,622.22,622.22,879.95,602.69,6279.22,6043.75,194.26,784.61,483500.00,0.00,483500.00,493250.00,230400000.00,0.00,77.00,80.00,159.34,125.05,0.21,100.00,1.22,1.00,1.36,0.78,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:50,3299,714.02,894.27,1.25,823.02,779.79,1133.77,2542.12,2508.53,0.00,843.45,894.27,714.02,774.94,635.53,635.53,898.78,608.63,6191.36,6042.17,197.28,799.08,501500.00,0.00,501500.00,513350.00,230400000.00,0.00,81.00,83.00,170.75,10.24,0.22,100.00,1.25,1.00,1.39,0.75,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:50,3299,723.78,915.47,1.26,855.68,754.60,1140.88,2592.47,2573.61,0.00,876.41,915.47,723.78,774.26,648.12,648.12,916.57,608.10,5981.61,6346.34,200.74,814.00,520400.00,0.00,520400.00,532950.00,230400000.00,0.00,87.00,82.00,67.67,73.43,0.23,100.00,1.26,1.00,1.44,0.74,1.01,0.99,0.99,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:03:50,3300,725.32,888.77,1.23,814.95,776.82,1125.88,2548.37,2520.66,0.00,836.00,888.77,725.32,789.07,637.09,637.09,900.99,619.74,6027.38,6250.62,198.68,802.90,506300.00,0.00,506300.00,518100.00,230400000.00,0.00,84.00,81.00,135.33,126.73,0.22,100.00,1.23,1.00,1.35,0.75,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:50,3300,751.08,914.57,1.22,831.20,806.92,1158.45,2628.96,2608.17,0.00,882.38,914.57,751.08,796.29,657.24,657.24,929.48,625.41,6660.49,6422.62,205.21,828.80,539500.00,0.00,539500.00,551850.00,230400000.00,0.00,81.00,84.00,31.18,38.56,0.23,100.00,1.22,1.00,1.41,0.80,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:50,3302,731.48,924.10,1.26,836.44,791.20,1151.36,2618.13,2597.06,0.00,867.29,924.10,731.48,796.79,654.53,654.53,925.65,625.80,6396.39,6245.88,202.78,822.17,530900.00,0.00,530900.00,542750.00,230400000.00,0.00,83.00,85.00,13.18,159.06,0.23,100.00,1.26,1.00,1.39,0.76,1.01,1.00,0.99,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:03:50,3304,744.65,931.35,1.25,880.00,790.00,1182.58,2648.94,2620.09,0.00,899.89,931.35,744.65,788.30,662.24,662.24,936.54,619.13,6189.77,6808.75,205.63,832.79,544700.00,0.00,544700.00,557150.00,230400000.00,0.00,88.00,80.00,80.91,75.19,0.24,100.00,1.25,1.00,1.45,0.78,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:50,3305,752.12,940.22,1.25,869.57,797.53,1179.92,2674.69,2658.54,0.00,898.89,940.22,752.12,802.64,668.67,668.67,945.64,630.39,6458.14,6611.90,207.65,840.93,555400.00,0.00,555400.00,566650.00,230400000.00,0.00,86.00,84.00,133.40,122.28,0.24,100.00,1.25,1.00,1.43,0.77,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:50,3305,726.42,920.90,1.27,854.18,807.08,1175.16,2605.57,2590.65,0.00,868.16,920.90,726.42,787.56,651.39,651.39,921.21,618.55,6486.42,6254.76,201.64,817.90,525400.00,0.00,525400.00,537000.00,230400000.00,0.00,81.00,84.00,173.73,155.50,0.23,100.00,1.27,1.00,1.40,0.77,1.01,0.99,0.99,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:03:50,3305,689.08,825.56,1.20,787.95,737.06,1078.95,2388.84,2359.92,0.00,797.06,825.56,689.08,730.66,597.21,597.21,844.58,573.86,5878.95,5878.95,187.04,754.24,446800.00,0.00,446800.00,457400.00,230400000.00,0.00,76.00,76.00,148.69,156.33,0.19,100.00,1.20,1.00,1.39,0.77,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:50,3306,763.07,965.11,1.26,882.83,815.60,1201.91,2733.10,2697.89,0.00,912.14,965.11,763.07,825.94,683.28,683.28,966.30,648.69,6648.28,6426.67,211.63,858.16,578400.00,0.00,578400.00,591700.00,230400000.00,0.00,87.00,90.00,159.78,164.74,0.25,100.00,1.26,1.00,1.41,0.74,1.01,1.00,0.99,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:03:50,3306,740.29,897.11,1.21,840.12,806.85,1164.82,2583.79,2536.01,0.00,845.04,897.11,740.29,804.36,645.95,645.95,913.51,631.74,6284.34,6360.98,201.87,814.94,521600.00,0.00,521600.00,533850.00,230400000.00,0.00,83.00,82.00,115.63,110.79,0.23,100.00,1.21,1.00,1.34,0.78,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:50,3306,792.29,959.88,1.21,890.00,840.00,1223.81,2764.87,2729.55,0.00,930.05,959.88,792.29,832.90,691.22,691.22,977.53,654.16,7110.71,6711.24,216.03,872.07,597300.00,0.00,597300.00,608400.00,230400000.00,0.00,84.00,89.00,23.87,36.25,0.26,100.00,1.21,1.00,1.42,0.80,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:50,3307,738.16,934.88,1.27,875.56,774.93,1169.24,2646.12,2627.32,0.00,892.69,934.88,738.16,790.88,661.53,661.53,935.54,621.15,6089.89,6775.00,204.83,830.72,542000.00,0.00,542000.00,554500.00,230400000.00,0.00,89.00,80.00,83.18,102.95,0.24,100.00,1.27,1.00,1.44,0.77,1.01,1.00,0.99,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:03:50,3311,763.34,902.88,1.18,858.65,791.79,1168.00,2626.45,2599.34,0.00,889.55,902.88,763.34,791.17,656.61,656.61,928.59,621.38,6368.24,6682.72,206.10,830.18,541300.00,0.00,541300.00,552750.00,230400000.00,0.00,85.00,81.00,78.42,111.08,0.23,100.00,1.18,1.00,1.43,0.79,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:03:50,3312,745.60,910.36,1.22,840.00,790.00,1153.13,2614.02,2596.84,0.00,887.52,910.36,745.60,780.21,653.51,653.51,924.20,612.77,6346.43,6748.10,203.94,823.87,533100.00,0.00,533100.00,543850.00,230400000.00,0.00,84.00,79.00,113.48,123.51,0.23,100.00,1.22,1.00,1.45,0.80,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:50,3313,713.41,864.88,1.21,811.94,769.54,1118.67,2490.56,2459.81,0.00,814.68,864.88,713.41,774.40,622.64,622.64,880.55,608.22,6212.82,6057.50,194.57,785.50,484600.00,0.00,484600.00,495500.00,230400000.00,0.00,78.00,80.00,137.53,138.48,0.21,100.00,1.21,1.00,1.34,0.78,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:51,3315,714.69,937.26,1.31,820.00,800.00,1145.60,2618.32,2596.12,0.00,864.52,937.26,714.69,793.45,654.58,654.58,925.72,623.18,6495.06,6263.10,200.93,818.44,526100.00,0.00,526100.00,538750.00,230400000.00,0.00,81.00,84.00,148.20,131.25,0.23,100.00,1.31,1.00,1.39,0.80,1.02,1.00,0.98,0.96,0.98,0.00,0.00
All Particles,10/13/20,10:03:51,3318,727.15,838.21,1.15,810.00,760.00,1110.72,2465.03,2449.67,0.00,829.76,838.21,727.15,750.36,616.26,616.26,871.52,589.33,5909.88,6298.68,194.20,780.70,478700.00,0.00,478700.00,489000.00,230400000.00,0.00,81.00,76.00,78.42,77.47,0.21,100.00,1.15,1.00,1.41,0.78,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:03:51,3319,744.03,939.32,1.26,879.95,784.37,1178.79,2661.94,2642.32,0.00,894.54,939.32,744.03,799.14,665.48,665.48,941.14,627.64,6167.42,6776.54,206.20,835.99,548900.00,0.00,548900.00,561450.00,230400000.00,0.00,89.00,81.00,100.63,95.77,0.24,100.00,1.26,1.00,1.43,0.76,1.01,1.00,0.99,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:03:51,3321,672.31,823.25,1.22,770.75,728.32,1060.42,2361.15,2355.33,0.00,783.90,823.25,672.31,722.46,590.29,590.29,834.79,567.42,5874.32,5719.74,184.11,743.96,434700.00,0.00,434700.00,444800.00,230400000.00,0.00,74.00,76.00,28.51,29.84,0.19,100.00,1.22,1.00,1.38,0.78,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:51,3323,758.58,909.39,1.20,837.08,818.92,1171.04,2630.72,2609.21,0.00,859.88,909.39,758.58,818.98,657.68,657.68,930.10,643.23,6374.12,6374.12,205.95,830.57,541800.00,0.00,541800.00,553100.00,230400000.00,0.00,85.00,85.00,39.27,171.30,0.24,100.00,1.20,1.00,1.34,0.75,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:51,3324,674.06,845.47,1.25,800.00,710.00,1069.63,2402.02,2391.17,0.00,816.33,845.47,674.06,717.07,600.50,600.50,849.24,563.19,5595.00,6216.67,186.34,754.92,447600.00,0.00,447600.00,459750.00,230400000.00,0.00,80.00,72.00,77.52,59.04,0.19,100.00,1.25,1.00,1.45,0.79,1.01,1.00,0.99,0.97,0.97,0.00,0.00
All Particles,10/13/20,10:03:51,3326,754.50,925.27,1.23,877.09,818.75,1199.85,2652.18,2632.71,0.00,882.33,925.27,754.50,807.46,663.04,663.04,937.69,634.18,6527.38,6606.02,206.74,835.53,548300.00,0.00,548300.00,559550.00,230400000.00,0.00,84.00,83.00,37.63,35.31,0.24,100.00,1.23,1.00,1.39,0.79,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:51,3328,760.71,926.09,1.22,846.07,837.99,1190.83,2662.32,2645.04,0.00,874.19,926.09,760.71,823.57,665.58,665.58,941.27,646.83,6586.90,6509.41,207.83,839.34,553300.00,0.00,553300.00,565450.00,230400000.00,0.00,84.00,85.00,152.20,125.69,0.24,100.00,1.22,1.00,1.35,0.77,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:51,3328,759.85,884.91,1.16,855.16,795.37,1167.87,2591.04,2580.30,0.00,859.88,884.91,759.85,799.95,647.76,647.76,916.07,628.28,6212.94,6362.65,203.82,820.00,528100.00,0.00,528100.00,540250.00,230400000.00,0.00,85.00,83.00,109.52,81.30,0.23,100.00,1.16,1.00,1.37,0.75,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:03:51,3330,734.08,891.00,1.21,835.49,775.34,1139.82,2564.54,2543.29,0.00,850.00,891.00,734.08,786.41,641.14,641.14,906.70,617.65,6502.53,6115.48,200.31,808.74,513700.00,0.00,513700.00,525000.00,230400000.00,0.00,79.00,84.00,17.27,53.13,0.22,100.00,1.21,1.00,1.38,0.77,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:51,3331,745.88,930.67,1.25,840.00,790.00,1153.13,2649.47,2609.67,0.00,923.15,930.67,745.88,767.48,662.37,662.37,936.73,602.78,6414.12,6730.86,205.78,833.17,545200.00,0.00,545200.00,556450.00,230400000.00,0.00,85.00,81.00,62.03,50.27,0.24,100.00,1.25,1.00,1.53,0.82,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:51,3331,708.16,880.82,1.24,814.48,775.03,1124.30,2510.66,2481.93,0.00,815.84,880.82,708.16,782.90,627.66,627.66,887.65,614.89,6048.15,6280.77,195.13,789.78,489900.00,0.00,489900.00,501650.00,230400000.00,0.00,81.00,78.00,106.45,101.31,0.21,100.00,1.24,1.00,1.33,0.79,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:51,3332,706.10,845.52,1.20,783.28,769.66,1098.14,2447.10,2426.26,0.00,800.81,845.52,706.10,762.69,611.78,611.78,865.18,599.02,6011.54,5935.44,191.61,772.67,468900.00,0.00,468900.00,479700.00,230400000.00,0.00,78.00,79.00,2.95,164.05,0.20,100.00,1.20,1.00,1.34,0.77,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:51,3332,725.62,861.38,1.19,806.50,784.64,1125.21,2501.95,2479.92,0.00,823.65,861.38,725.62,776.48,625.49,625.49,884.57,609.85,6136.25,6213.92,196.21,790.59,490900.00,0.00,490900.00,502300.00,230400000.00,0.00,80.00,79.00,77.42,29.05,0.21,100.00,1.19,1.00,1.35,0.78,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:03:51,3333,739.73,873.87,1.18,854.39,763.77,1146.01,2543.37,2517.32,0.00,856.15,873.87,739.73,769.75,635.84,635.84,899.22,604.56,6508.97,6116.87,199.62,804.00,507700.00,0.00,507700.00,517600.00,230400000.00,0.00,78.00,83.00,166.12,157.33,0.22,100.00,1.18,1.00,1.42,0.78,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:03:51,3333,749.44,863.40,1.15,822.64,782.90,1135.63,2539.75,2519.01,0.00,855.86,863.40,749.44,770.98,634.94,634.94,897.94,605.53,6352.50,6352.50,200.10,804.40,508200.00,0.00,508200.00,518250.00,230400000.00,0.00,80.00,80.00,41.59,59.84,0.22,100.00,1.15,1.00,1.41,0.79,1.01,1.00,1.00,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:03:51,3334,743.45,923.95,1.24,861.53,800.30,1175.89,2634.45,2615.21,0.00,884.08,923.95,743.45,793.40,658.61,658.61,931.42,623.13,6660.49,6422.62,204.79,828.80,539500.00,0.00,539500.00,550900.00,230400000.00,0.00,81.00,84.00,160.37,142.35,0.23,100.00,1.24,1.00,1.42,0.79,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:51,3334,757.28,926.75,1.22,875.73,805.64,1189.94,2658.63,2641.25,0.00,907.96,926.75,757.28,791.04,664.66,664.66,939.97,621.28,6057.14,6640.96,207.32,837.74,551200.00,0.00,551200.00,564100.00,230400000.00,0.00,91.00,83.00,94.65,97.59,0.24,100.00,1.22,1.00,1.46,0.74,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:51,3335,756.30,951.53,1.26,848.51,805.87,1170.21,2700.11,2680.60,0.00,900.50,951.53,756.30,817.46,675.03,675.03,954.63,642.03,6649.41,6649.41,209.32,848.31,565200.00,0.00,565200.00,578150.00,230400000.00,0.00,85.00,85.00,156.09,119.98,0.25,100.00,1.26,1.00,1.40,0.79,1.01,0.99,0.99,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:03:51,3335,722.97,897.29,1.24,850.00,770.00,1146.91,2559.79,2539.43,0.00,880.57,897.29,722.97,752.17,639.95,639.95,905.02,590.76,5994.12,6532.05,199.04,805.43,509500.00,0.00,509500.00,520200.00,230400000.00,0.00,85.00,78.00,64.69,74.86,0.22,100.00,1.24,1.00,1.49,0.78,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:52,3336,703.27,857.80,1.22,780.06,773.49,1098.54,2464.10,2425.58,0.00,825.65,857.80,703.27,748.15,616.02,616.02,871.19,587.60,5849.38,6074.36,192.28,776.70,473800.00,0.00,473800.00,485150.00,230400000.00,0.00,81.00,78.00,81.83,78.83,0.21,100.00,1.22,1.00,1.41,0.75,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:52,3336,744.13,912.50,1.23,868.27,783.39,1169.44,2615.63,2607.43,0.00,880.91,912.50,744.13,787.94,653.91,653.91,924.77,618.85,6666.25,6274.12,203.89,824.03,533300.00,0.00,533300.00,545150.00,230400000.00,0.00,80.00,85.00,20.07,39.47,0.23,100.00,1.23,1.00,1.42,0.79,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:52,3337,770.08,930.85,1.21,876.64,823.74,1202.93,2683.73,2673.36,0.00,898.89,930.85,770.08,815.53,670.93,670.93,948.84,640.51,6397.73,6702.38,209.78,846.66,563000.00,0.00,563000.00,575750.00,230400000.00,0.00,88.00,84.00,112.00,122.28,0.24,100.00,1.21,1.00,1.40,0.77,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:52,3339,728.18,898.04,1.23,864.16,768.68,1156.57,2568.36,2550.61,0.00,870.92,898.04,728.18,766.43,642.09,642.09,908.05,601.95,6501.27,6187.95,199.97,808.66,513600.00,0.00,513600.00,524250.00,230400000.00,0.00,79.00,83.00,22.70,34.24,0.22,100.00,1.23,1.00,1.45,0.78,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:52,3339,751.57,883.47,1.18,820.00,790.00,1138.64,2576.67,2569.40,0.00,873.21,883.47,751.57,776.66,644.17,644.17,910.99,609.99,6359.76,6518.75,202.39,814.86,521500.00,0.00,521500.00,532650.00,230400000.00,0.00,82.00,80.00,72.29,60.50,0.23,100.00,1.18,1.00,1.43,0.81,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:03:52,3339,777.36,887.90,1.14,860.00,790.00,1167.78,2621.55,2602.66,0.00,869.77,887.90,777.36,809.45,655.39,655.39,926.86,635.74,6231.03,6862.03,206.79,830.80,542100.00,0.00,542100.00,552950.00,230400000.00,0.00,87.00,79.00,88.87,98.60,0.24,100.00,1.14,1.00,1.37,0.80,1.00,1.00,1.00,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:03:52,3340,731.81,876.89,1.20,830.00,780.00,1138.99,2537.19,2504.59,0.00,849.00,876.89,731.81,770.77,634.30,634.30,897.03,605.36,6000.00,6461.54,198.65,801.07,504000.00,0.00,504000.00,513950.00,230400000.00,0.00,84.00,78.00,94.51,105.02,0.22,100.00,1.20,1.00,1.40,0.78,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:52,3341,749.24,926.67,1.24,854.25,810.47,1177.54,2647.22,2621.45,0.00,873.61,926.67,749.24,814.49,661.81,661.81,935.93,639.70,6569.88,6267.82,205.99,833.25,545300.00,0.00,545300.00,558850.00,230400000.00,0.00,83.00,87.00,1.62,164.05,0.24,100.00,1.24,1.00,1.37,0.78,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:52,3341,757.67,917.37,1.21,848.33,806.47,1170.49,2643.07,2627.35,0.00,891.07,917.37,757.67,797.18,660.77,660.77,934.47,626.10,6739.51,6203.41,206.54,833.70,545900.00,0.00,545900.00,557900.00,230400000.00,0.00,81.00,88.00,171.40,9.04,0.24,100.00,1.21,1.00,1.42,0.77,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:52,3342,704.80,900.73,1.28,818.28,787.81,1135.88,2540.68,2508.33,0.00,828.79,900.73,704.80,785.41,635.17,635.17,898.26,616.86,6080.49,6232.50,196.25,796.77,498600.00,0.00,498600.00,511250.00,230400000.00,0.00,82.00,80.00,65.65,41.58,0.22,100.00,1.28,1.00,1.34,0.76,1.02,1.00,0.99,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:03:52,3342,764.98,876.32,1.15,820.24,806.10,1150.04,2584.06,2545.97,0.00,866.49,876.32,764.98,787.54,646.02,646.02,913.60,618.53,6267.86,6500.00,203.75,818.76,526500.00,0.00,526500.00,535950.00,230400000.00,0.00,84.00,81.00,115.30,108.85,0.23,100.00,1.15,1.00,1.40,0.77,1.00,1.00,1.00,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:03:52,3344,727.44,907.88,1.25,854.22,783.11,1158.86,2584.35,2573.02,0.00,863.71,907.88,727.44,781.59,646.09,646.09,913.70,613.86,6483.75,5962.07,200.71,812.67,518700.00,0.00,518700.00,530200.00,230400000.00,0.00,80.00,87.00,154.97,5.31,0.23,100.00,1.25,1.00,1.41,0.75,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:52,3345,722.18,867.59,1.20,819.83,768.90,1123.98,2507.64,2474.15,0.00,833.61,867.59,722.18,767.05,626.91,626.91,886.58,602.44,6308.97,6001.22,196.24,791.56,492100.00,0.00,492100.00,502200.00,230400000.00,0.00,78.00,82.00,10.20,169.63,0.21,100.00,1.20,1.00,1.38,0.78,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:52,3345,758.65,919.37,1.21,853.19,812.02,1177.84,2647.89,2621.90,0.00,882.04,919.37,758.65,808.29,661.97,661.97,936.17,634.83,6680.49,6444.71,206.88,835.15,547800.00,0.00,547800.00,559950.00,230400000.00,0.00,82.00,85.00,23.32,57.03,0.24,100.00,1.21,1.00,1.39,0.80,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:52,3345,739.92,910.46,1.23,840.48,795.91,1157.53,2606.22,2571.87,0.00,869.77,910.46,739.92,791.23,651.56,651.56,921.44,621.43,6452.44,6152.33,203.01,820.77,529100.00,0.00,529100.00,540500.00,230400000.00,0.00,82.00,86.00,148.64,171.40,0.23,100.00,1.23,1.00,1.40,0.76,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:52,3345,747.86,896.55,1.20,874.72,782.04,1173.34,2593.56,2582.49,0.00,879.66,896.55,747.86,779.00,648.39,648.39,916.96,611.83,6582.50,6123.26,203.04,818.83,526600.00,0.00,526600.00,538200.00,230400000.00,0.00,80.00,86.00,158.48,139.61,0.23,100.00,1.20,1.00,1.44,0.78,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:03:52,3346,685.19,830.63,1.21,807.58,717.02,1079.96,2391.98,2369.30,0.00,810.43,830.63,685.19,718.05,597.99,597.99,845.69,563.96,5587.50,6123.29,186.87,754.41,447000.00,0.00,447000.00,457050.00,230400000.00,0.00,80.00,73.00,113.80,105.75,0.19,100.00,1.21,1.00,1.44,0.78,1.01,0.99,0.99,0.98,0.98,0.00,0.00
