CLASS,DATE,TIME,FRAME,MINOR DIAMETER,MAJOR DIAMETER,ASPECT RATIO,BOUNDING RECT WIDTH,BOUNDING RECT HEIGHT,BOUNDING RECT DIAGONAL,PERIMETER,CONVEX HULL PERIMETER,HOLES' PERIMETER,MAX FERET DIAMETER,EQUIVALENT ELLIPSE MAJOR AXIS,EQUIVALENT ELLIPSE MINOR AXIS,EQUIVALENT ELLIPSE MINOR AXIS (FERET),EQUIVALENT RECT LONG SIDE,EQUIVALENT RECT SHORT SIDE,EQUIVALENT RECT DIAGONAL,EQUIVALENT RECT SHORT SIDE (FERET),AVERAGE HORIZ. SEGMENT LENGTH,AVERAGE VERT. SEGMENT LENGTH,HYDRAULIC RADIUS,WADDEL DISK DIAMETER,AREA,HOLES' AREA,PARTICLE & HOLES' AREA,CONVEX HULL AREA,IMAGE AREA,NUMBER OF HOLES,NUMBER OF HORIZ. SEGMENTS,NUMBER OF VERT. SEGMENTS,ORIENTATION,MAX FERET DIAMETER ORIENTATION,% AREA/IMAGE AREA,% AREA/(PARTICLE & HOLES' AREA),RATIO OF EQUIVALENT ELLIPSE AXES,RATIO OF EQUIVALENT RECT SIDES,ELONGATION FACTOR,COMPACTNESS FACTOR,HEYWOOD CIRCULARITY FACTOR,TYPE FACTOR,CIRCULARITY,SPHERICITY,CONVEXITY,,
All Particles,10/13/20,10:06:52,7352,739.82,892.69,1.21,830.00,780.00,1138.99,2575.56,2556.51,0.00,878.18,892.69,739.82,767.05,643.89,643.89,910.60,602.44,6249.40,6650.00,201.39,812.67,518700.00,0.00,518700.00,529050.00,230400000.00,0.00,83.00,78.00,111.35,120.07,0.23,100.00,1.21,1.00,1.46,0.80,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:06:52,7353,726.11,920.59,1.27,841.11,780.25,1147.28,2604.61,2580.07,0.00,910.66,920.59,726.11,749.41,651.15,651.15,920.87,588.58,6402.44,6562.50,201.57,817.59,525000.00,0.00,525000.00,536000.00,230400000.00,0.00,82.00,80.00,131.71,121.07,0.23,100.00,1.27,1.00,1.55,0.80,1.01,0.99,0.99,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:06:52,7354,730.43,927.34,1.27,853.15,812.39,1178.06,2622.34,2600.03,0.00,865.85,927.34,730.43,802.16,655.58,655.58,927.14,630.02,6333.33,6186.05,202.87,823.02,532000.00,0.00,532000.00,545500.00,230400000.00,0.00,84.00,86.00,5.09,104.04,0.23,100.00,1.27,1.00,1.37,0.74,1.01,1.00,0.99,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:06:52,7354,731.05,858.47,1.17,790.00,750.00,1089.31,2504.81,2476.51,0.00,828.79,858.47,731.05,771.20,626.20,626.20,885.58,605.70,6572.00,6085.19,196.78,792.20,492900.00,0.00,492900.00,502000.00,230400000.00,0.00,75.00,81.00,2.88,48.42,0.21,100.00,1.17,1.00,1.37,0.83,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:06:52,7356,734.12,897.54,1.22,850.87,765.12,1144.29,2575.83,2558.06,0.00,866.83,897.54,734.12,776.87,643.96,643.96,910.69,610.15,6310.98,6388.89,200.91,811.73,517500.00,0.00,517500.00,528900.00,230400000.00,0.00,82.00,81.00,124.65,129.38,0.22,100.00,1.22,1.00,1.42,0.78,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:06:52,7357,742.53,949.79,1.28,918.45,785.13,1208.29,2678.15,2643.73,0.00,921.79,949.79,742.53,781.52,669.54,669.54,946.87,613.80,6294.32,6923.75,206.82,839.79,553900.00,0.00,553900.00,565800.00,230400000.00,0.00,88.00,80.00,105.84,118.51,0.24,100.00,1.28,1.00,1.50,0.79,1.02,0.99,0.99,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:06:53,7362,760.31,893.08,1.17,855.60,813.17,1180.38,2605.50,2585.13,0.00,869.54,893.08,760.31,798.76,651.38,651.38,921.18,627.34,6348.81,6503.66,204.68,824.03,533300.00,0.00,533300.00,545500.00,230400000.00,0.00,84.00,82.00,64.92,59.60,0.23,100.00,1.17,1.00,1.39,0.77,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:06:53,7367,696.89,867.84,1.25,790.00,740.00,1082.45,2472.50,2433.50,0.00,820.06,867.84,696.89,754.03,618.12,618.12,874.16,592.21,6333.33,6012.66,192.11,777.68,475000.00,0.00,475000.00,485650.00,230400000.00,0.00,75.00,79.00,7.41,52.43,0.21,100.00,1.25,1.00,1.38,0.81,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:06:53,7368,686.36,857.60,1.25,790.84,749.77,1089.76,2440.11,2435.29,0.00,830.06,857.60,686.36,725.31,610.03,610.03,862.71,569.66,6082.89,6003.90,189.46,767.21,462300.00,0.00,462300.00,472850.00,230400000.00,0.00,76.00,77.00,42.75,53.82,0.20,100.00,1.25,1.00,1.46,0.79,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:06:53,7370,701.58,862.95,1.23,785.88,768.05,1098.87,2470.59,2460.47,0.00,817.86,862.95,701.58,759.79,617.65,617.65,873.49,596.74,5943.75,5870.37,192.46,778.09,475500.00,0.00,475500.00,488050.00,230400000.00,0.00,80.00,81.00,10.28,12.00,0.21,100.00,1.23,1.00,1.37,0.73,1.01,1.00,0.99,0.98,0.97,0.00,0.00
All Particles,10/13/20,10:06:53,7370,761.30,900.95,1.18,863.43,805.27,1180.67,2620.26,2608.95,0.00,865.79,900.95,761.30,809.49,655.06,655.06,926.40,635.77,6569.51,6263.95,205.59,828.19,538700.00,0.00,538700.00,550450.00,230400000.00,0.00,82.00,86.00,167.30,173.37,0.23,100.00,1.18,1.00,1.36,0.76,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:06:53,7374,755.34,921.04,1.22,877.18,799.09,1186.59,2646.08,2628.36,0.00,895.60,921.04,755.34,794.57,661.52,661.52,935.53,624.05,6583.13,6139.33,206.49,834.09,546400.00,0.00,546400.00,558900.00,230400000.00,0.00,83.00,89.00,164.51,6.41,0.24,100.00,1.22,1.00,1.44,0.75,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:06:53,7376,739.55,894.05,1.21,862.67,770.75,1156.83,2577.50,2575.26,0.00,868.33,894.05,739.55,777.88,644.38,644.38,911.28,610.94,6109.41,6491.25,201.47,813.14,519300.00,0.00,519300.00,530500.00,230400000.00,0.00,85.00,80.00,125.48,128.45,0.23,100.00,1.21,1.00,1.42,0.76,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:06:53,7377,713.84,881.12,1.23,820.24,777.82,1130.40,2519.10,2499.11,0.00,839.34,881.12,713.84,765.98,629.78,629.78,890.64,601.60,6098.77,6175.00,196.10,793.08,494000.00,0.00,494000.00,504950.00,230400000.00,0.00,81.00,80.00,145.53,158.33,0.21,100.00,1.23,1.00,1.40,0.77,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:06:53,7377,776.09,924.96,1.19,860.00,820.00,1188.28,2682.22,2667.47,0.00,887.30,924.96,776.09,824.60,670.55,670.55,948.31,647.64,6406.82,6875.61,210.20,847.26,563800.00,0.00,563800.00,574650.00,230400000.00,0.00,88.00,82.00,75.87,50.03,0.24,100.00,1.19,1.00,1.37,0.80,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:06:54,7380,740.18,862.49,1.17,830.00,780.00,1138.99,2524.80,2499.46,0.00,847.70,862.49,740.18,768.57,631.20,631.20,892.65,603.63,6428.21,6040.96,198.59,799.00,501400.00,0.00,501400.00,511700.00,230400000.00,0.00,78.00,83.00,5.76,17.15,0.22,100.00,1.17,1.00,1.40,0.77,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:06:54,7381,743.19,891.56,1.20,832.16,803.63,1156.85,2578.41,2566.44,0.00,856.15,891.56,743.19,791.17,644.60,644.60,911.60,621.38,6269.88,6424.69,201.83,814.00,520400.00,0.00,520400.00,532000.00,230400000.00,0.00,83.00,81.00,128.90,157.33,0.23,100.00,1.20,1.00,1.38,0.77,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:06:54,7384,760.18,869.45,1.14,819.20,799.87,1144.93,2565.56,2550.71,0.00,849.06,869.45,760.18,795.91,641.39,641.39,907.06,625.10,6254.22,6330.49,202.33,812.98,519100.00,0.00,519100.00,530750.00,230400000.00,0.00,83.00,82.00,88.16,57.99,0.23,100.00,1.14,1.00,1.36,0.76,1.00,1.00,1.00,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:06:54,7386,750.22,932.92,1.24,862.67,813.17,1185.52,2659.41,2627.89,0.00,873.61,932.92,750.22,816.46,664.85,664.85,940.24,641.24,6467.06,6622.89,206.70,836.60,549700.00,0.00,549700.00,560200.00,230400000.00,0.00,85.00,83.00,61.82,105.95,0.24,100.00,1.24,1.00,1.36,0.78,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:06:54,7386,759.50,890.01,1.17,845.99,805.64,1168.23,2599.14,2586.14,0.00,866.83,890.01,759.50,796.48,649.79,649.79,918.94,625.55,6474.39,6474.39,204.26,822.17,530900.00,0.00,530900.00,542250.00,230400000.00,0.00,82.00,82.00,132.19,140.62,0.23,100.00,1.17,1.00,1.39,0.79,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:06:54,7387,757.07,948.53,1.25,914.11,784.08,1204.32,2695.98,2677.39,0.00,926.17,948.53,757.07,792.05,674.00,674.00,953.17,622.07,6558.14,6482.76,209.20,847.41,564000.00,0.00,564000.00,576150.00,230400000.00,0.00,86.00,87.00,140.18,127.98,0.24,100.00,1.25,1.00,1.49,0.75,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:06:54,7387,759.97,926.65,1.22,880.72,805.80,1193.73,2662.25,2629.77,0.00,915.48,926.65,759.97,784.96,665.56,665.56,941.25,616.51,6745.12,6584.52,207.76,839.18,553100.00,0.00,553100.00,564400.00,230400000.00,0.00,82.00,84.00,30.13,40.13,0.24,100.00,1.22,1.00,1.48,0.80,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:06:54,7388,740.79,902.35,1.22,840.67,802.04,1161.89,2593.48,2577.35,0.00,859.88,902.35,740.79,795.36,648.37,648.37,916.93,624.68,6176.47,6325.30,202.43,817.59,525000.00,0.00,525000.00,537150.00,230400000.00,0.00,85.00,83.00,54.28,98.70,0.23,100.00,1.22,1.00,1.38,0.75,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:06:54,7388,783.31,936.27,1.20,880.00,830.00,1209.67,2711.77,2694.45,0.00,909.07,936.27,783.31,823.62,677.94,677.94,958.75,646.87,6471.91,6857.14,212.41,856.38,576000.00,0.00,576000.00,588050.00,230400000.00,0.00,89.00,84.00,69.74,50.36,0.25,100.00,1.20,1.00,1.41,0.79,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:06:54,7392,707.09,939.23,1.33,820.00,790.00,1138.64,2611.62,2588.56,0.00,873.21,939.23,707.09,780.38,652.91,652.91,923.35,612.91,6360.98,6360.98,199.72,814.94,521600.00,0.00,521600.00,535200.00,230400000.00,0.00,82.00,82.00,148.86,129.89,0.23,100.00,1.33,1.00,1.42,0.81,1.02,0.99,0.98,0.96,0.97,0.00,0.00
All Particles,10/13/20,10:06:54,7392,728.21,902.03,1.24,834.32,795.59,1152.85,2575.28,2549.01,0.00,862.67,902.03,728.21,778.85,643.82,643.82,910.50,611.71,6448.75,6291.46,200.33,810.47,515900.00,0.00,515900.00,527700.00,230400000.00,0.00,80.00,82.00,142.20,124.61,0.22,100.00,1.24,1.00,1.41,0.79,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:06:54,7394,645.33,781.71,1.21,756.93,678.68,1016.64,2251.79,2229.28,0.00,757.10,781.71,645.33,682.95,562.95,562.95,796.13,536.39,5742.03,5354.05,175.95,710.25,396200.00,0.00,396200.00,406100.00,230400000.00,0.00,69.00,74.00,165.37,167.80,0.17,100.00,1.21,1.00,1.41,0.79,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:06:54,7397,725.20,884.18,1.22,845.54,759.06,1136.27,2540.30,2516.72,0.00,850.41,884.18,725.20,771.81,635.08,635.08,898.13,606.18,6141.46,6217.28,198.24,800.75,503600.00,0.00,503600.00,515500.00,230400000.00,0.00,82.00,81.00,123.54,138.81,0.22,100.00,1.22,1.00,1.40,0.77,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:06:54,7398,669.33,836.04,1.25,762.32,730.47,1055.80,2379.09,2370.90,0.00,800.56,836.04,669.33,718.16,594.77,594.77,841.14,564.04,5939.19,5860.00,184.73,748.06,439500.00,0.00,439500.00,451550.00,230400000.00,0.00,74.00,75.00,160.55,138.54,0.19,100.00,1.25,1.00,1.42,0.80,1.01,1.00,0.99,0.98,0.97,0.00,0.00
All Particles,10/13/20,10:06:54,7401,725.29,892.84,1.23,831.31,777.73,1138.40,2555.35,2541.88,0.00,864.00,892.84,725.29,767.48,638.84,638.84,903.45,602.78,6357.50,6279.01,199.03,804.72,508600.00,0.00,508600.00,520800.00,230400000.00,0.00,80.00,81.00,147.72,143.00,0.22,100.00,1.23,1.00,1.43,0.79,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:06:54,7401,753.89,939.53,1.25,905.10,791.96,1202.66,2675.96,2644.14,0.00,914.00,939.53,753.89,789.50,668.99,668.99,946.09,620.08,6784.15,6468.60,207.89,841.61,556300.00,0.00,556300.00,566750.00,230400000.00,0.00,82.00,86.00,30.85,37.00,0.24,100.00,1.25,1.00,1.47,0.79,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:06:55,7405,669.58,854.55,1.28,784.96,742.63,1080.58,2411.67,2384.92,0.00,800.00,854.55,669.58,734.02,602.92,602.92,852.65,576.50,5836.36,5836.36,186.34,756.43,449400.00,0.00,449400.00,461200.00,230400000.00,0.00,77.00,77.00,31.46,53.13,0.20,100.00,1.28,1.00,1.39,0.79,1.01,1.00,0.99,0.97,0.97,0.00,0.00
All Particles,10/13/20,10:06:55,7407,714.65,859.63,1.20,790.00,760.00,1096.22,2483.34,2468.05,0.00,826.38,859.63,714.65,758.97,620.84,620.84,877.99,596.10,6348.68,6107.59,194.29,783.80,482500.00,0.00,482500.00,492600.00,230400000.00,0.00,76.00,79.00,9.30,21.29,0.21,100.00,1.20,1.00,1.39,0.80,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:06:55,7408,686.11,857.73,1.25,791.96,763.68,1100.18,2439.98,2406.46,0.00,798.12,857.73,686.11,754.02,610.00,610.00,862.66,592.20,5850.63,6002.60,189.43,767.13,462200.00,0.00,462200.00,472650.00,230400000.00,0.00,79.00,77.00,121.11,142.13,0.20,100.00,1.25,1.00,1.35,0.77,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:06:55,7409,677.84,835.32,1.23,776.24,713.39,1054.27,2389.70,2332.94,0.00,816.09,835.32,677.84,709.02,597.42,597.42,844.89,556.86,5629.11,5851.32,186.09,752.47,444700.00,0.00,444700.00,454450.00,230400000.00,0.00,79.00,76.00,82.86,107.10,0.19,100.00,1.23,1.00,1.47,0.76,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:06:55,7409,754.91,891.37,1.18,838.93,808.90,1165.38,2594.84,2577.65,0.00,852.76,891.37,754.91,807.83,648.71,648.71,917.42,634.47,6445.12,6074.71,203.67,820.31,528500.00,0.00,528500.00,541050.00,230400000.00,0.00,82.00,87.00,155.34,129.29,0.23,100.00,1.18,1.00,1.34,0.77,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:06:55,7412,769.15,924.04,1.20,859.38,829.26,1194.24,2670.76,2656.65,0.00,900.00,924.04,769.15,804.33,667.69,667.69,944.26,631.72,6725.30,6645.24,209.00,843.04,558200.00,0.00,558200.00,568550.00,230400000.00,0.00,83.00,84.00,23.91,36.87,0.24,100.00,1.20,1.00,1.42,0.80,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:06:55,7412,681.08,838.26,1.23,774.71,715.86,1054.81,2399.31,2388.08,0.00,814.13,838.26,681.08,718.39,599.83,599.83,848.28,564.23,5748.72,5823.38,186.89,755.59,448400.00,0.00,448400.00,459350.00,230400000.00,0.00,78.00,77.00,139.25,117.82,0.19,100.00,1.23,1.00,1.44,0.75,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:06:55,7418,758.79,907.12,1.20,894.06,787.65,1191.53,2627.16,2603.93,0.00,898.89,907.12,758.79,782.17,656.79,656.79,928.84,614.31,6757.50,6213.79,205.77,829.65,540600.00,0.00,540600.00,552200.00,230400000.00,0.00,80.00,87.00,19.22,20.85,0.23,100.00,1.20,1.00,1.46,0.79,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:06:55,7418,737.13,891.81,1.21,845.00,771.77,1144.40,2570.23,2549.81,0.00,860.52,891.81,737.13,781.83,642.56,642.56,908.71,614.05,6453.75,6074.12,200.88,810.79,516300.00,0.00,516300.00,528400.00,230400000.00,0.00,80.00,85.00,155.70,128.87,0.22,100.00,1.21,1.00,1.40,0.76,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:06:55,7420,699.64,891.54,1.27,790.00,780.00,1110.18,2517.54,2466.27,0.00,832.59,891.54,699.64,764.93,629.38,629.38,890.08,600.78,6123.75,6201.27,194.59,789.78,489900.00,0.00,489900.00,500200.00,230400000.00,0.00,80.00,79.00,141.12,114.10,0.21,100.00,1.27,1.00,1.39,0.80,1.01,1.00,0.99,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:06:55,7421,731.41,895.12,1.22,816.22,793.90,1138.63,2567.86,2546.39,0.00,845.28,895.12,731.41,793.14,641.96,641.96,907.87,622.93,6195.18,6195.18,200.24,809.14,514200.00,0.00,514200.00,526550.00,230400000.00,0.00,83.00,83.00,42.94,10.91,0.22,100.00,1.22,1.00,1.36,0.75,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:06:55,7423,725.16,895.99,1.24,872.82,753.12,1152.82,2560.59,2522.89,0.00,872.98,895.99,725.16,759.15,640.15,640.15,905.31,596.23,5933.72,6627.27,199.29,806.06,510300.00,0.00,510300.00,520500.00,230400000.00,0.00,86.00,77.00,100.52,99.89,0.22,100.00,1.24,1.00,1.46,0.78,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:06:55,7424,694.28,890.54,1.28,800.00,770.00,1110.36,2508.45,2456.11,0.00,845.81,890.54,694.28,748.16,627.11,627.11,886.87,587.60,5995.06,6306.49,193.59,786.31,485600.00,0.00,485600.00,497000.00,230400000.00,0.00,81.00,77.00,54.10,65.56,0.21,100.00,1.28,1.00,1.44,0.79,1.02,1.00,0.98,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:06:56,7425,638.26,2052.32,3.22,1627.21,867.67,1844.09,4774.49,4168.14,0.00,1627.88,2052.32,638.26,952.57,1822.86,564.39,1908.23,748.15,6998.64,6350.62,215.48,1144.51,1028800.00,0.00,1028800.00,1217900.00,230400000.00,0.00,147.00,162.00,174.79,174.36,0.45,100.00,3.22,3.23,2.18,0.70,1.33,0.86,0.75,0.57,0.84,0.00,0.00
All Particles,10/13/20,10:06:56,7429,739.50,882.91,1.19,840.04,786.11,1150.49,2558.42,2549.84,0.00,845.93,882.91,739.50,789.59,639.61,639.61,904.54,620.14,6104.76,6330.86,200.44,808.03,512800.00,0.00,512800.00,524600.00,230400000.00,0.00,84.00,81.00,124.92,96.79,0.22,100.00,1.19,1.00,1.36,0.75,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:06:56,7434,743.02,909.92,1.22,853.41,790.20,1163.07,2609.64,2589.67,0.00,880.57,909.92,743.02,784.34,652.41,652.41,922.65,616.02,6637.50,6247.06,203.48,822.25,531000.00,0.00,531000.00,542450.00,230400000.00,0.00,80.00,85.00,170.78,164.86,0.23,100.00,1.22,1.00,1.43,0.79,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:06:56,7435,730.81,926.52,1.27,833.22,801.10,1155.86,2621.42,2601.99,0.00,883.91,926.52,730.81,782.96,655.35,655.35,926.81,614.94,6183.72,6485.37,202.87,822.87,531800.00,0.00,531800.00,543550.00,230400000.00,0.00,86.00,82.00,123.53,111.92,0.23,100.00,1.27,1.00,1.44,0.75,1.01,0.99,0.99,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:06:56,7435,710.54,848.30,1.19,787.53,777.20,1106.46,2458.16,2441.36,0.00,820.37,848.30,710.54,754.91,614.54,614.54,869.09,592.91,5992.41,6069.23,192.58,776.37,473400.00,0.00,473400.00,486400.00,230400000.00,0.00,79.00,78.00,48.60,44.01,0.21,100.00,1.19,1.00,1.38,0.78,1.01,1.00,0.99,0.98,0.97,0.00,0.00
All Particles,10/13/20,10:06:56,7437,743.74,954.41,1.28,890.76,782.15,1185.42,2687.90,2674.17,0.00,910.49,954.41,743.74,797.16,671.97,671.97,950.31,626.09,6968.75,6408.05,207.41,842.51,557500.00,0.00,557500.00,570050.00,230400000.00,0.00,80.00,87.00,19.12,38.76,0.24,100.00,1.28,1.00,1.45,0.81,1.02,0.99,0.98,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:06:56,7437,686.68,935.07,1.36,823.08,782.18,1135.46,2577.15,2538.42,0.00,863.71,935.07,686.68,766.63,644.29,644.29,911.16,602.11,5863.95,6225.93,195.68,801.31,504300.00,0.00,504300.00,520050.00,230400000.00,0.00,86.00,81.00,111.15,95.31,0.22,100.00,1.36,1.00,1.43,0.72,1.02,1.00,0.98,0.95,0.97,0.00,0.00
All Particles,10/13/20,10:06:56,7441,791.74,918.09,1.16,880.00,810.00,1196.04,2693.12,2665.39,0.00,895.54,918.09,791.74,826.60,673.28,673.28,952.16,649.21,6487.50,6962.20,211.98,852.58,570900.00,0.00,570900.00,581400.00,230400000.00,0.00,88.00,82.00,89.56,113.70,0.25,100.00,1.16,1.00,1.38,0.80,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:06:56,7442,767.74,892.39,1.16,867.73,791.47,1174.47,2615.08,2610.97,0.00,887.30,892.39,767.74,789.73,653.77,653.77,924.57,620.25,6562.20,6185.06,205.77,827.73,538100.00,0.00,538100.00,550350.00,230400000.00,0.00,82.00,87.00,23.81,39.97,0.23,100.00,1.16,1.00,1.43,0.78,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:06:56,7446,709.31,906.31,1.28,834.39,770.75,1135.89,2556.61,2527.90,0.00,851.65,906.31,709.31,772.26,639.15,639.15,903.90,606.53,6083.13,6010.71,197.49,801.78,504900.00,0.00,504900.00,516550.00,230400000.00,0.00,83.00,84.00,136.37,105.67,0.22,100.00,1.28,1.00,1.40,0.72,1.01,0.99,0.99,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:06:57,7449,749.16,892.09,1.19,828.63,814.37,1161.82,2587.84,2549.93,0.00,854.28,892.09,749.16,800.06,646.96,646.96,914.94,628.36,6401.22,6324.10,202.83,817.51,524900.00,0.00,524900.00,536800.00,230400000.00,0.00,82.00,83.00,157.50,128.35,0.23,100.00,1.19,1.00,1.36,0.77,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:06:57,7453,744.53,941.60,1.26,888.27,785.31,1185.64,2666.59,2638.61,0.00,917.88,941.60,744.53,780.14,666.65,666.65,942.78,612.72,6402.33,6633.73,206.48,837.28,550600.00,0.00,550600.00,562400.00,230400000.00,0.00,86.00,83.00,46.29,60.64,0.24,100.00,1.26,1.00,1.50,0.77,1.01,0.99,0.99,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:06:57,7459,746.65,904.99,1.21,872.95,785.50,1174.33,2606.28,2588.83,0.00,886.17,904.99,746.65,778.16,651.57,651.57,921.46,611.17,6170.93,6717.72,203.62,822.01,530700.00,0.00,530700.00,541600.00,230400000.00,0.00,86.00,79.00,64.39,40.88,0.23,100.00,1.21,1.00,1.45,0.79,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:06:57,7460,759.32,914.20,1.20,880.00,800.00,1189.29,2639.99,2624.63,0.00,892.69,914.20,759.32,793.37,660.00,660.00,933.38,623.11,6195.45,6730.86,206.52,833.17,545200.00,0.00,545200.00,556250.00,230400000.00,0.00,88.00,81.00,77.30,80.33,0.24,100.00,1.20,1.00,1.43,0.77,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:06:58,7470,741.17,945.52,1.28,916.57,800.83,1217.14,2668.82,2644.74,0.00,916.79,945.52,741.17,782.59,667.21,667.21,943.57,614.65,6326.44,6552.38,206.23,837.13,550400.00,0.00,550400.00,563500.00,230400000.00,0.00,87.00,84.00,129.60,129.25,0.24,100.00,1.28,1.00,1.49,0.77,1.01,0.99,0.99,0.97,0.98,0.00,0.00
All Particles,10/13/20,10:06:58,7474,763.51,882.33,1.16,847.61,806.96,1170.31,2592.01,2583.39,0.00,857.03,882.33,763.51,802.25,648.00,648.00,916.41,630.08,6532.10,6298.81,204.13,820.77,529100.00,0.00,529100.00,540000.00,230400000.00,0.00,81.00,84.00,0.51,19.07,0.23,100.00,1.16,1.00,1.36,0.78,1.01,1.00,0.99,0.99,0.98,0.00,0.00
All Particles,10/13/20,10:06:58,7475,752.91,936.36,1.24,880.00,790.00,1182.58,2669.10,2642.75,0.00,902.50,936.36,752.91,797.95,667.27,667.27,943.67,626.71,6292.05,7008.86,207.45,839.64,553700.00,0.00,553700.00,565600.00,230400000.00,0.00,88.00,79.00,106.07,105.42,0.24,100.00,1.24,1.00,1.44,0.80,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:06:58,7475,763.03,913.09,1.20,916.75,780.88,1204.24,2643.37,2617.92,0.00,921.36,913.09,763.03,771.87,660.84,660.84,934.57,606.22,6148.31,6926.58,207.01,834.70,547200.00,0.00,547200.00,558550.00,230400000.00,0.00,89.00,79.00,102.57,115.73,0.24,100.00,1.20,1.00,1.52,0.79,1.01,1.00,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:06:58,7486,719.49,889.95,1.24,848.53,763.68,1141.58,2542.25,2519.70,0.00,866.08,889.95,719.49,754.24,635.56,635.56,898.82,592.38,6365.82,6132.93,197.82,800.20,502900.00,0.00,502900.00,513050.00,230400000.00,0.00,79.00,82.00,31.56,31.30,0.22,100.00,1.24,1.00,1.46,0.78,1.01,0.99,0.99,0.98,0.98,0.00,0.00
All Particles,10/13/20,10:06:59,7498,712.97,846.48,1.19,810.00,740.00,1097.13,2458.54,2441.69,0.00,820.00,846.48,712.97,753.54,614.64,614.64,869.23,591.83,5851.85,6405.41,192.80,776.86,474000.00,0.00,474000.00,485300.00,230400000.00,0.00,81.00,74.00,80.75,77.32,0.21,100.00,1.19,1.00,1.39,0.79,1.01,1.00,0.99,0.99,0.98,0.00,0.00
